	hin	eng	hin_id	eng_id	hin_gloss	eng_gloss	hin_ex	eng_ex
3336	मंद_1	slow_4	12300	440579	जिसकी बुद्धि पूर्ण रूप से विकसित न हो	['slow to learn or understand', ' lacking intellectual acuity']	"""यहाँ मंदमति बालिकाओं को प्रशिक्षित किया जाता है ।"""	['so dense he never understands anything I say to him', 'never met anyone quite so dim', 'although dull at classical learning, at mathematics he was uncommonly quick', 'dumb officials make some really dumb decisions', 'he was either normally stupid or being deliberately obtuse', 'worked with the slow students']
3337	मंद_3	mild_2	35559	1508719	जिसमें अधिक उग्रता या तीव्रता न हो	['moderate in type or degree or effect or force', ' far from extreme']	"""अभी भी मंद ज्वर रहता है ।"""	['a mild winter storm', 'a mild fever', 'fortunately the pain was mild', 'a mild rebuke', 'mild criticism']
3338	मंदिर_1	temple_2	12277	4407686	* वह भवन जो किसी विशेष या महान उद्देश्य के लिए समर्पित हो	['an edifice devoted to special or exalted purposes']	"""इस मंदिर में अनाथ बच्चों का पालन-पोषण किया जाता है । / मेरा बच्चा अब बाल मंदिर में पढ़ने जाने लगा है ।"""	[]
3339	मंदिर_1	temple_2	452	4407435	वह पवित्र गृह जिसमें देव, देवी आदि की मूर्तियाँ स्थापित करके पूजा की जाती है	['place of worship consisting of an edifice for the worship of a deity']	"""वह नित्य नहा-धोकर मंदिर जाता है ।"""	[]
3340	मना_1	forbidden_3	899	1761375	जिसका निषेध किया गया हो	['excluded from use or mention']	"""आप निषिद्ध कार्य ही क्यों करते हैं ।"""	['forbidden fruit', 'in our house dancing and playing cards were out', 'a taboo subject']
3341	मान_21	standard_13	11339	33615	किसी वस्तु का भार, तौल, नाप, मूल्य आदि	['a basis for comparison', ' a reference point against which other things can be evaluated']	"""एक बोरे चावल का मान लगभग सौ किलो होता है ।"""	['the schools comply with federal standards', 'they set the measure for all subsequent work']
3342	मान_3	prestige_5	3260	14435809	प्रतिष्ठित होने की अवस्था या भाव	['a high standing achieved through success or influence or wealth etc.']	"""उसकी समाज में बड़ी प्रतिष्ठा है । / यह चुनाव मुझे हर हालत में जीतना ही है क्योंकि मेरी नाक का सवाल है ।"""	['he wanted to achieve power and prestige']
3343	मनभावन_1	favourite_10	2455	1816376	रुचि के अनुकूल या अच्छा जान पड़नेवाला	['appealing to the general public']	"""यह मेरा मनपसंद खाना है ।"""	['a favorite tourist attraction']
3344	मानचित्र_1	map_3	7594	3720163	पृथ्वी या खगोल के किसी भाग की स्थिति आदि के विचार से बनाया हुआ उसका सूचक वह चित्र जिसमें देश, नगर, नदी, पहाड़ आदि दिखाए गए हों	"[""a diagrammatic representation of the earth' s surface (or part of it)""]"	"""यह भारत का राजनैतिक मानचित्र है ।"""	[]
3345	मानहानि_1	defamation_1	7599	1220336	कोई ऐसा काम या बात करने की क्रिया जिससे किसी का मान या प्रतिष्ठा घटे	"[""an abusive attack on a person' s character or good name""]"	"""राम ने श्याम के विरुद्ध मानहानि का मुकदमा चलाया ।"""	[]
3346	मनाही_2	prohibition_3	2526	6542047	कोई काम या बात न करने का आदेश	['a decree that prohibits something']	"""सार्वजनिक स्थलों पर निषेध के बावज़ूद लोग धूम्रपान करते हैं ।"""	[]
3347	मनहूस_3	unlucky_9	2	1051410	जो शुभ न हो	['marked by or promising bad fortune']	"""बिल्ली के द्वारा रास्ता काटा जाना अशुभ माना जाता है ।"""	['their business venture was doomed from the start', 'an ill-fated business venture', 'an ill-starred romance', 'the unlucky prisoner was again put in irons']
3348	मनका_1	bead_2	6146	2815071	माला का दाना	['a small ball with a hole through the middle']	"""इस माला का प्रत्येक मनका बहुमूल्य है ।"""	[]
3349	माननीय_3	respectable_5	3543	1993140	जो आदर करने के योग्य हो	['characterized by proper behavior or conventional conduct', ' worthy of respect']	"""महात्मा गाँधी एक आदरणीय व्यक्ति थे। / माता-पिता ,गुरु और अतिथि हर हालत में आदरणीय होते हैं ।"""	['a respectable woman']
3350	मनसा_1	mental_2	2151	2898750	मन से संबंधित या मन का	['of or relating to the mind']	"""ध्यान से मानसिक शक्ति बढ़ती है ।"""	['mental powers', 'mental development', 'mental hygiene']
3351	मानसिक_2	mental_5	21429	1779986	बुद्धि संबंधी या बुद्धि का	['involving the mind or an intellectual process']	"""कुछ बच्चों का बौद्धिक विकास धीरे-धीरे होता है । / पढ़ाना एक दिमाग़ी काम है ।"""	['mental images of happy times', 'mental calculations', 'in a terrible mental state', 'mental suffering', 'free from mental defects']
3352	मानसून_1	monsoon_1	992	11484570	भारतीय महासागर से बहनेवाली एक वायु जिसके चलने से भारत में वर्षा होती है	['a seasonal wind in southern Asia', ' blows from the southwest (bringing rain) in summer and from the northeast in winter']	"""इस बार मानसून के देर से आने के कारण खेती पिछड़ गई ।"""	[]
3353	मानसून_1	monsoon_1	39085	15239033	दक्षिणी एशिया में बरसात का मौसम जब दक्षिणी-पश्चिमी मानसूनी हवाएँ चलती हैं जिससे दक्षिणी एशिया के देशों में भारी वर्षा होती है	['rainy season in southern Asia when the southwestern monsoon blows, bringing heavy rains']	"""हमारे यहाँ मानसून में शादी नहीँ होती है ।"""	[]
3354	मानव_1	man_10	22862	2472987	पृथ्वी पर रहने वाले सभी मनुष्य	['all of the living human inhabitants of the earth']	"""प्रकृति ने मानवजाति को बहुत कुछ दिया है ।"""	"['all the world loves a lover', ""she always used `humankind'  because `mankind'  seemed to slight the women""]"
3355	मानवशास्त्री_1	anthropologist_2	9780	9796323	वह जो मानव की उत्पत्ति तथा उसके सामाजिक संबंधों का अच्छा ज्ञाता हो	['a social scientist who specializes in anthropology']	"""इस विश्वविद्यालय में एक मानवशास्त्री का पद खाली है ।"""	[]
3356	मानववाद_1	humanism_1	37951	5967402	वह सिद्धान्त जिसके अनुसार संसार के सभी मनुष्यों का समान रूप से कल्याण होना चाहिए और सबको उन्नत करके संतुष्ट एवं सुखी रखने की व्यवस्था होनी चाहिए	"[""the doctrine that people' s duty is to promote human welfare""]"	"""मैं मानवतावाद का समर्थन करती हूँ ।"""	[]
3357	मानवीकरण_1	personification_1	1074	7108123	किसी वस्तु को मानव के रूप में प्रस्तुत करने की क्रिया जो एक अलंकार है	['representing an abstract quality or idea as a person or creature']	"""संध्या सुन्दरी आसमान से धीरे-धीरे उतर रही है में संध्या का मानवीकरण किया गया है ।"""	[]
3358	मानदेय_1	honorarium_1	12330	13283952	किसी व्यक्ति द्वारा किए गए कार्य के बदले में उसे सम्मानपूर्वक पारिश्रमिक के रूप में दिया जानेवाला धन	['a fee paid for a nominally free service']	"""किसी का साक्षात्कार लेने जाने पर उन्हें पाँच सौ रुपये मानदेय मिलता है ।"""	[]
3359	मण्डल_1	county_1	28399	8546870	किसी राज्य में सबसे बड़ा प्रशासनिक क्षेत्र का प्रशासनिक दल	['the largest administrative district within a state']	"""प्रमंडल कुछ नई सड़कें बनाने की योजना बना रहा है ।"""	['the county plans to build a new road']
3360	मण्डल_1	county_1	28400	8546183	स्थानीय सरकार के उद्देश्य से क्षेत्रीय विभाग द्वारा बनाया गया क्षेत्र	['a region created by territorial division for the purpose of local government']	"""इस प्रमंडल की जनसंख्या की गणना की जा रही है ।"""	['the county has a population of 12,345 people']
3361	माणिक_1	ruby_1	1735	15008142	एक रत्न जिसकी गिनती नौ रत्नों में होती है	['a transparent deep red variety of corundum', ' used as a gemstone and in lasers']	"""राजा दशरथ का खज़ाना माणिक आदि रत्नों से भरा हुआ था ।"""	[]
3362	मानीटर_1	monitor_1	28341	1694709	एक बड़ा उष्णकटिबंधीय मांसाहारी छिपकली की जाति का सरीसृप	['any of various large tropical carnivorous lizards of Africa and Asia and Australia', ' fabled to warn of crocodiles']	"""वरान विशेषकर अफ्रीका, एशिया और आस्ट्रेलिया में पाए जाते हैं ।"""	[]
3363	मनोबल_1	morale_2	6169	14374273	मन की शक्ति	['a state of individual psychological well-being based upon a sense of confidence and usefulness and purpose']	"""लगातार जीतते रहने के कारण भारतीय दल का मनोबल ऊँचा है ।"""	[]
3364	मनोनीत_1	nominated_2	9261	846625	जिसका किसी काम या पद के लिए नाम लिखा गया हो	['appointed by nomination']	"""लक्ष्मी शहगल राष्ट्रपति पद के लिए नामांकित सदस्या हैं ।"""	[]
3365	मनोरंजक_2	amusing_1	2449	1344485	जो मनोरंजन से भरा हुआ हो	['providing enjoyment', ' pleasantly entertaining']	"""यह स्थान बहुत ही मनोरंजक है ।"""	['an amusing speaker', 'a diverting story', 'a fun thing to do']
3366	मनोवैज्ञानिक_1	psychological_2	35605	1781076	मानसिक या भावुकतामय जो स्वभाव में भौतिक के विपरीत हो	['mental or emotional as opposed to physical in nature']	"""वह विपक्षियों पर मनोवैज्ञानिक दवाब डाल रहा है ।"""	['give psychological support', 'psychological warfare']
3367	मनोवैज्ञानिक_1	psychological_2	39307	2905794	मनोविज्ञान का या उससे संबंधित या निर्धारित	['of or relating to or determined by psychology']	"""संगीता मानसिक रोगियों पर मनोवैज्ञानिक शोध कर रही है ।"""	['psychological theories']
3368	मनोविज्ञान_1	psychology_1	9736	6136258	वह शास्त्र जिसमें चित्त की वृत्तियों या मन में उठने वाले विचारों आदि का विवेचन होता है	['the science of mental life']	"""वह मनोविज्ञान का छात्र है ।"""	[]
3369	मनोविज्ञानी_1	psychologist_2	13485	10488865	मनोविज्ञान का ज्ञाता	['a scientist trained in psychology']	"""इस सम्मेलन में देश-विदेश के मनोवैज्ञानिकों ने भाग लिया ।"""	[]
3370	मनोदशा_1	mood_2	1588	7551052	मन की अवस्था	['a characteristic (habitual or relatively temporary) state of feeling']	"""उसकी मानसिक अवस्था अभी ठीक नहीं है ।"""	['whether he praised or cursed me depended on his temper at the time', 'he was in a bad humor']
3371	मान्य_2	respected_5	2356	1983548	जिसे प्रतिष्ठा मिली हो या जिसकी प्रतिष्ठा हो	['receiving deferential regard']	"""पंडित महेश अपने क्षेत्र के एक प्रतिष्ठित व्यक्ति हैं ।"""	['a respected family']
3372	मान्यता_1	recognition_6	7601	14411981	मान्य होने की अवस्था या भाव	['the state or quality of being recognized or acknowledged']	"""यह सरकारी मान्यताप्राप्त संस्था है ।"""	['the partners were delighted with the recognition of their work', 'she seems to avoid much in the way of recognition or acknowledgement of feminist work prior to her own']
3373	मान्यता_2	validity_4	3511	4809453	वैध होने की अवस्था या भाव	['the quality of having legal force or effectiveness']	"""इस पासपोर्ट की वैधता मार्च दो हज़ार तीन तक ही है ।"""	[]
3374	माप_1	measurement_4	9223	996969	नापने या मापने का काम	['the act or process of assigning numbers to phenomena according to a rule']	"""खेत का बँटवारा करने के लिए उसकी नपाई की गई ।"""	['the measurements were carefully done', 'his mental measurings proved remarkably accurate']
3375	मापनी_2	ruler_8	11224	4118776	लम्बाई नापने की वह पट्टी जिस पर एक तरफ सेंटीमीटर तथा मिलीमीटर और दूसरी तरफ़ इंच तथा फुट के क्रमिक निशान बने होते हैं	['measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths']	"""छोटी स्केल छः इंच की होती है ।"""	[]
3376	माफ़_1	excused_1	9817	2365776	क्षमा किया हुआ	['granted exemption']	"""आपकी हर गल्ती माफ़ है ।"""	['one of the excused jurors planned to write a book']
3377	माफ़ी_1	forgiveness_2	39398	1227190	क्षमा या माफ करने की क्रिया या भाव	['the act of excusing a mistake or offense']	"""गलती करने वाले को हमेशा क्षमा की अपेक्षा होती है ।"""	[]
3378	मरभुक्खा_1	famished_1	9667	1269506	जिसे सदा भूख लगी रहती हो	['extremely hungry']	"""भुक्खड़ व्यक्ति को सदा कुछ न कुछ खाने को चाहिए ही ।"""	['they were tired and famished for food and sleep', 'a ravenous boy', 'the family was starved and ragged', 'fell into the esurient embrance of a predatory enemy']
3379	मारक_2	deadly_1	11911	993885	मार डालने वाला	['of an instrument of certain death']	"""उसने मारक अस्त्र से शेर पर प्रहार किया ।"""	['deadly poisons', 'lethal weapon', 'a lethal injection']
3380	मरकत_1	emerald_2	6692	13372665	फिरोज़ी या हरे रंग का एक रत्न	['a transparent piece of emerald that has been cut and polished and is valued as a precious gem']	"""यह पन्ना जड़ित अँगूठी है ।"""	[]
3381	मरमर_1	marble_1	1893	14947807	एक प्रकार का बहुत चमकीला, बढ़िया, सफ़ेद पत्थर	['a hard crystalline metamorphic rock that takes a high polish', ' used for sculpture and as building material']	"""ताज महल का निर्माण संगमरमर से हुआ है ।"""	[]
3382	मरम्मत_1	repair_1	3817	266806	किसी वस्तु का टूटा-फूटा या बिगड़ा हुआ अंश ठीक करने का काम	['the act of putting something in working order again']	"""उसके घर की मरम्मत हो रही है ।"""	[]
3383	मरतबा_4	time_5	10791	7309599	समय का कोई अंश जो गिनती में एक गिना जाए	['an instance or single occasion for some event']	"""मैंने उसे कई बार फोन किया । / महावीर ने सुबह से तीन बार भोजन किया है ।"""	['this time he succeeded', 'he called four times', 'he could do ten at a clip']
3384	मार्च_1	March_1	10823	15210870	ईसवी सन् का तीसरा महीना	['the month following February and preceding April']	"""हमारी परीक्षा मार्च में समाप्त हो गयी ।"""	[]
3385	मार्च_2	march_8	12377	290579	एक स्थान पर खड़े रहकर एक निश्चित अंतराल पर कदम को बारी-बारी से ऊपर उठाने तथा नीचे गिराने की क्रिया	['the act of marching', ' walking with regular steps (especially in a procession of some kind)']	"""बालचर मैदान में कदमताल कर रहे हैं ।"""	['it was a long march', 'we heard the sound of marching']
3386	मार्ग_1	way_11	25550	4564698	वह जिससे होकर गंतव्य तक पहुँचा जाए या जिससे होकर कोई आगे बढ़े	['any artifact consisting of a road or path affording passage from one place to another']	"""हवाई जहाजों के भी अपने मार्ग होते हैं । / नदी अपने मार्ग में आनेवाली वस्तुओं को बहा ले जाती है ।"""	['he said he was looking for the way out']
3387	मार्ग_2	path_8	13347	3899328	वे साधन, प्रकार आदि जिनका अवलंबन कोई काम ठीक या पूरा करने के लिए किया जाता हो	['a way especially designed for a particular use']	"""भोजन मुख के मार्ग से पेट में पहुँचता है ।"""	[]
3388	मार्ग_3	route_2	5828	4096066	गंतव्य स्थान तक पहुँचने के लिए बीच में पड़ने वाला वह भू-भाग जिस पर होकर चलना पड़ता है	['an open way (generally public) for travel or transportation']	"""यह मार्ग सीधा मेरे घर तक जाता है ।"""	[]
3389	मार्गकर_1	toll_3	6804	13323749	वह कर जो पथिकों से किसी विशेष मार्ग पर चलने के बदले में लिया जाता है या किसी विशेष मार्ग का उपयोग करने के बदले में लिया जानेवाला कर	['a fee levied for the use of roads or bridges (used for maintenance)']	"""आप मार्गकर देकर ही इस सड़क से जा सकते हैं ।"""	[]
3390	मार्ग-दर्शन_1	guidance_7	13251	1144876	रास्ता दिखाने का कार्य	['the act of guiding or showing the way']	"""सही मार्गदर्शन उन्नति में सहायक होता है ।"""	[]
3391	मरीचिका_1	mirage_1	9738	11484375	जल की लहरों की वह मिथ्याप्रतीति जो कभी-कभी रेगिस्तान में कड़ी धूप पड़ने पर होती है	['an optical illusion in which atmospheric refraction by a layer of hot air distorts or inverts reflections of distant objects']	"""गर्मी के दिनों में रेगिस्तान में मृगतृष्णा का आभास होता है ।"""	[]
3392	मार्जन_1	cleansing_4	20904	251013	साफ करने की क्रिया	['the act of making something clean']	"""हर वस्तु की सफ़ाई जरूरी है ।"""	['he gave his shoes a good cleaning']
3393	मार्जन_4	purification_4	8179	13548105	तेल, शक्कर, धातु आदि की अशुद्धियों को दूर करके ठीक करने की प्रक्रिया	['the process of removing impurities (as from oil or metals or sugar etc.)']	"""परिष्करण से उत्तम कोटि की धातु प्राप्त की जाती है ।"""	[]
3394	मार्जन_4	purification_4	28870	252894	भूल, दोष का परिहार	['the act of purging of sin or guilt', ' moral or spiritual cleansing']	"""स्व मार्जन साधना में सहायक होता है ।"""	['purification through repentance']
3395	मार्जित_4	refined_4	1806	1907416	जिसका परिष्करण हुआ हो या किया गया हो	['made pure']	"""साहित्य में परिष्कृत भाषा का प्रयोग करना चाहिए ।"""	[]
3396	मार्क_1	mark_15	19589	13688033	जर्मनी में पहले चलने वाली मुद्रा	['formerly the basic unit of money in Germany']	"""पढ़ाई करते हुए संतोष ने अपनी छात्रवृत्ति में से तीन हज़ार मार्क बचा लिए ।"""	[]
3397	मार्मिक_1	poignant_2	8448	1712174	मन को बहुत अधिक कष्ट पहुँचानेवाला	['keenly distressing to the mind or feelings']	"""हत्या जैसी हृदय-विदारक घटनाएँ आजकल आम हो गयी हैं ।"""	['poignant anxiety']
3398	मरु_1	desert_1	6505	8505573	वह निर्जल स्थान जहाँ रेत ही रेत हो	['arid land with little or no vegetation']	"""ऊँट को रेगिस्तान का जहाज कहा जाता है ।"""	[]
3399	मरुद्वीप_1	oasis_2	9740	8506496	मरुस्थल में स्थित छोटा सजल उपजाऊ स्थान	['a fertile tract in a desert (where the water table approaches the surface)']	"""मरुस्थल में घूमते-घूमते उसे एक मरुद्वीप दिखाई दिया ।"""	[]
3400	मर्त्य_1	mortal_1	32377	1557614	जो मर जाए	['subject to death']	"""जिसने भी जन्म लिया है वह मर्त्य है ।"""	['mortal beings']
3401	मसजिद_1	mosque_1	2900	3788195	मुसलमानों के एकत्रित होकर सामूहिक रूप से नमाज़ पढ़ने की जगह	['(Islam) a Muslim place of worship that usually has a minaret']	"""वह नमाज़ पढ़ने के लिए प्रतिदिन मस्जिद जाता है ।"""	[]
3402	मशाल_1	torch_3	9748	4456115	डंडे में चिथड़े लपेट कर बनाई हुई जलाने की बहुत मोटी बत्ती जिसे हाथ में लेकर चलते हैं	['a light carried in the hand', ' consists of some flammable substance']	"""रात के अंधेरे में भीड़ के आगे चल रहे कुछ व्यक्तियों के हाथ में मशालें थीं ।"""	[]
3403	मसला_3	problem_2	3874	5687338	वह उलझनवाली विचारणीय बात जिसका निराकरण सहज में न हो सके	['a source of difficulty']	"""बेरोज़गारी देश के सामने एक बहुत बड़ी समस्या है । / पहले इस समस्या को सुलझाइए ।"""	"['one trouble after another delayed the job', ""what' s the problem?""]"
3404	मसरूफ़_1	busy_4	8029	292937	जो किसी कार्य में रत या लगा हो	['actively or fully engaged or occupied']	"""व्यस्त जीवन के बाद भी वह व्यायाम के लिए समय निकाल लेता है ।"""	['busy with her work', 'a busy man', 'too busy to eat lunch', 'the line is busy']
3405	मसविदा_1	draft_2	11696	6390962	लेख का वह पूर्व रूप जिसमें काट-छाँट या सुधार किया जाना हो	['preliminary version of a written work']	"""मंत्रीजी के भाषण का प्रालेख तैयार है ।"""	[]
3406	मसि_1	ink_1	2027	14917635	वह रंगीन, तरल अथवा कुछ गाढ़ा पदार्थ जो लिखने या कपड़े, कागज़ आदि पर छापने के काम में आता है	['a liquid used for printing or writing or drawing']	"""मेरी कलम में लाल स्याही है ।"""	[]
3407	मसीहा_1	messiah_1	7786	9537660	वह जो किसी को मुक्त कराए या किसी के कष्ट आदि को दूर करे	['any expected deliverer']	"""आधुनिक समाज में कुछ लोग मसीहा बनने का ढोंग करते हैं ।"""	[]
3408	मासिक_1	monthly_1	9785	1969707	हर महीने का	['occurring or payable every month']	"""हमारे विद्यालय में मासिक शुल्क सौ रुपये है । / इस पत्रिका में कुछ महत्वपूर्ण कामों का मासिक विवरण दिया गया है ।"""	['monthly payments', 'the monthly newsletter']
3409	मासिक_1	monthly_1	36066	6594505	हर महीने नियत समय पर प्रकाशित होने वाली पत्रिका आदि	['a periodical that is published every month (or 12 issues per year)']	"""यह मासिक ज्योतिष पर आधारित है ।"""	[]
3410	मशीनरी_1	machinery_2	37686	3701640	मशीनों या मशीन प्रणालियों का समूह	['machines or machine systems collectively']	"""आजकल कलयंत्र से हर काम सहज हो गया है ।"""	[]
3411	मशीनरी_1	machinery_2	37687	8434029	माध्यमों और गतिविधियों की वह संस्था जिससे कोई सामाजिक संस्थान चलती है	['a system of means and activities whereby a social institution functions']	"""यह काम सरकारी मशीनरी का है ।"""	['the complex machinery of negotiation', 'the machinery of command labored and brought forth an order']
3412	मसिपात्र_1	inkpot_3	9752	3571625	वह छोटा बर्तन जिसमें लिखने की स्याही रखते हैं	['a bottle of ink']	"""इस दवात में काली स्याही है ।"""	[]
3413	मसृण_2	smooth_10	16203	1139832	चिकना और मुलायम	['smooth and unconstrained in movement']	"""बच्चों के मसृण कपोल किसे नहीं लुभाते हैं ।"""	['a long, smooth stride', 'the fluid motion of a cat', 'the liquid grace of a ballerina']
3414	मस्सा_1	wart_1	7552	4696432	काले या लाल रंग का उभरा हुआ मांस का वह दाना जो शरीर पर कहीं-कहीं निकलता है	['(pathology) a firm abnormal elevated blemish on the skin', ' caused by a virus']	"""उसकी पीठ पर एक काला मस्सा है ।"""	[]
3415	मसूड़ा_1	gum_2	273	5304932	मुँह के अंदर का वह अंग जिसमें दाँत उगे रहते हैं	['the tissue (covered by mucous membrane) of the jaws that surrounds the bases of the teeth']	"""राम के मसूढ़े में सूजन है ।"""	[]
3416	मसूर_1	lentil_1	9753	7725255	एक प्रकार का द्विदल अन्न जिसकी दाल पकाई जाती है	['round flat seed of the lentil plant used for food']	"""मसूर को वैद्यक में मधुर, शीतल, संग्राहक, कफ़ और पित्त का नाशक, ज्वर को दूर करने वाला बताया जाता है ।"""	[]
3417	मसूर_1	lentil_1	32620	12544240	एक प्रकार का पौधा जिसके बीज दाल के रूप में खाये जाते हैं	['widely cultivated Eurasian annual herb grown for its edible flattened seeds that are cooked like peas and also ground into meal and for its leafy stalks that are used as fodder']	"""किसान मसूर की कटाई कर रहा है ।"""	[]
3418	मस्त_1	intoxicated_6	7337	797299	जो मद में उन्मत्त हो या नशे में मस्त हो	['stupefied or excited by a chemical substance (especially alcohol)']	"""मदोन्मत्त व्यक्ति अनाप-सनाप बक रहा था ।"""	['a noisy crowd of intoxicated sailors', 'helplessly inebriated']
3419	मठ_1	monastery_2	3691	3781244	साधु-संतों के रहने का स्थान	['the residence of a religious community']	"""उत्तर काशी घूमने के समय हमने कुछ दिन एक मठ में गुज़ारे ।"""	[]
3420	मटर_1	pea_1	14159	12560016	खेतों में बोई जाने वाली एक लता जिससे प्राप्त अन्न की दाल आदि बनती है	['a leguminous plant of the genus Pisum with small white flowers and long green pods containing edible green seeds']	"""किसान खेत में मटर उखाड़ रहा है ।"""	[]
3421	मटर_1	pea_1	7507	12560282	एक अन्न जिसकी दाल और तरकारी बनती है	['the fruit or seed of a pea plant']	"""राम को मटर की सब्ज़ी बहुत पसंद है ।"""	[]
3422	मवाद_1	pus_3	6858	5417472	फोड़े आदि में से निकलने वाला सफेद विषाक्त पदार्थ	['a fluid product of inflammation']	"""उसके फोड़े से मवाद बह रहा है ।"""	[]
3423	मत_1	opinion_3	7214	5949726	किसी संस्था, समिति , वर्ग या समूह के आधे से अधिक लोगों का एक मत या राय	['a belief or sentiment shared by most people', ' the voice of the people']	"""बहुमत को ध्यान में रखकर यह निर्णय लिया गया है ।"""	['he asked for a poll of public opinion']
3424	मत_9	vote_1	7512	182213	निर्वाचन आदि के समय किसी व्यक्ति के पक्ष में दी जाने वाली सम्मति	['the opinion of a group as determined by voting']	"""इस चुनाव में उसे एक भी वोट नहीं मिलेगा ।"""	['they put the question to a vote']
3425	मतभेद_1	disagreement_2	1651	13982357	वह अवस्था जिसमें दो या अधिक व्यक्तियों या पक्षों के मत आपस में नहीं मिलते हैं	"[""a conflict of people' s opinions or actions or characters""]"	"""आपसी मतभेद के कारण यह कार्य नहीं हो सका ।"""	[]
3426	मातहत_1	subordinate_4	6955	10669991	वह कर्मचारी जो किसी के अधीन हो	['an assistant subject to the authority or control of another']	"""वे अपने मातहतों को खुश रखते हैं ।"""	[]
3427	मातम_1	mourning_2	8092	1072236	किसी की मृत्यु के कारण होनेवाला शोक	['the passionate and demonstrative activity of expressing grief']	"""राष्ट्रपिता गांधीजी की मृत्यु पर पूरा देश मातम मना रहा था ।"""	[]
3428	मतपत्र_1	ballot_1	11272	6470922	वह पत्र जिस पर निर्वाचित होने वाले व्यक्तियों के नाम,चुनाव चिह्न आदि रहते हैं तथा जिस पर अपनी ओर से कोई चिह्न लगाकर मतदाता किसी व्यक्ति के पक्ष में अपना मत देता है	['a document listing the alternatives that is used in voting']	"""सही जगह पर निशान न लगे होने के कारण कई मत-पत्र रद्द कर दिए गए ।"""	[]
3429	मतदाता_1	voter_1	6566	10760340	वह जिसे किसी निर्वाचन में अपना मत देने का अधिकार हो	['a citizen who has a legal right to vote']	"""चुनाव के समय बड़े-बड़े नेता भी मतदाताओं के आगे गिड़्गिड़ाते हैं ।"""	[]
3430	मताधिकार_2	suffrage_1	9722	5186306	संसद,संस्था आदि के सदस्य या प्रतिनिधि का निर्वाचन करने के लिए वोट या मत देने का अधिकार	['a legal right guaranteed by the 15th amendment to the US constitution', ' guaranteed to women by the 19th amendment']	"""चुनाव के समय प्रत्येक मतदाता को अपने मताधिकार का प्रयोग करना चाहिए ।"""	['American women got the vote in 1920']
3431	मतिभ्रम_1	hallucination_1	33093	14377617	बीमारी, मानसिक अस्थिरता आदि के कारण उत्पन्न वह अवस्था जिसमें कोई वह सुनता या देखता है जो वास्तव में नहीं होता	['illusory perception', ' a common symptom of severe mental disorder']	"""बुढ़ापे के कारण दादाजी को मतिभ्रम हो जाता है ।"""	[]
3432	मातृत्व_1	maternity_1	26517	13814041	माँ होने का भाव	['the kinship relation between an offspring and the mother']	"""एक औरत के जीवन में मातृत्व पूर्ण संतोष और अत्यधिक आनंद लाता है ।"""	[]
3433	मादा_1	female_2	13880	1320872	वह जो मादा जाति का हो	['an animal that produces gametes (ova) that can be fertilized by male gametes (spermatozoa)']	"""हथनी, बकरी, चिड़िया आदि मादा हैं ।"""	[]
3434	मादा_1	female_2	9779	1477806	स्त्री जाति का	['being the sex (of plant or animal) that produces fertilizable gametes (ova) from which offspring develop']	"""बकरी एक मादा चौपाया है ।"""	['a female heir', 'female holly trees bear the berries']
3435	मद_1	intoxication_3	13946	7528807	धन, विद्या, प्रभुत्व (अधिकार) आदि का घमंड	['excitement and elation beyond the bounds of sobriety']	"""जमींदारी के नशे में ठाकुर ने कई किसानों को प्रताड़ित किया ।"""	['the intoxication of wealth and power']
3436	मद_1	intoxication_3	9241	14018567	वह मानसिक अवस्था जो शराब, भाँग आदि मादक पदार्थों के सेवन से होती है	['a temporary state resulting from excessive consumption of alcohol']	"""शराब के नशे में चूर सिपाही ने निर्दोष रवि को बहुत पीटा ।"""	[]
3437	मद_5	item_4	27014	6482401	किसी विशेष प्रयोजन से बनाई गई वस्तुओं, लेखों आदि की सूची में से प्रत्येक	['a distinct part that can be specified separately in a group of things that could be enumerated on a list']	"""प्रत्येक मद की कीमत अलग-अलग है । / इस पंजी में आपके नाम की प्रविष्टि नहीं है ।"""	['he noticed an item in the New York Times', 'she had several items on her shopping list', 'the main point on the agenda was taken up first']
3438	मदात्यय_1	alcoholism_2	19937	14064644	अत्यधिक मदिरापान से होने वाला एक प्रकार का रोग	['habitual intoxication', ' prolonged and excessive intake of alcoholic drinks leading to a breakdown in health and an addiction to alcohol such that abrupt deprivation leads to severe withdrawal symptoms']	"""मदांतक लगातार मदिरा पीने के कारण होता है ।"""	[]
3439	मदिरा_1	liquor_2	7522	7901587	कुछ विशिष्ट प्रकार के फलों, रसों, अन्नों आदि को सड़ाकर उनका भभके से खींचकर निकाला जाने वाला नशीला रस	['an alcoholic beverage that is distilled rather than fermented']	"""वह प्रतिदिन शाम को शराब पीकर घर लौटता है ।"""	[]
3440	मदिरालय_1	saloon_1	3915	2796995	शराब खरीद कर पीने का स्थान	['a room or establishment where alcoholic drinks are served over a counter']	"""श्यामा का पति प्रतिदिन मदिरालय में शराब पीने जाता है ।"""	['he drowned his sorrows in whiskey at the bar']
3441	मधु_1	honey_1	8047	7858978	मधुमक्खियों द्वारा फूलों से संग्रह करके छत्ते में संचित शीरे की तरह की मीठी वस्तु	['a sweet yellow liquid produced by bees']	"""मधु बहुत ही गुणकारी होती है ।"""	[]
