	hindi_word
7018	पित्तहर,
7019	पिदर,
7020	पिन लगा,
7021	पिनकी,
7022	पिन्हा,
7023	पिपरमिं,
7024	पियराई,
7025	पियानो पर बजाया गया अमेरिकन संगीत,
7026	पियानोवादक,
7027	पिरो,
7028	पिलपिलला,
7029	पिलपिललाहट,
7030	पिशाचचवाद,
7031	पिशाचचविद्या,
7032	पिष्टोक्ति,
7033	पिसनहारा,
7034	पिसाना,
7035	पीछा कर,
7036	पीछे का भाग,
7037	पीछे का हिस्सा,
7038	पीछे की ओर,
7039	पीछे जा,
7040	पीछे पीछे घिसट,
7041	पीछे से,
7042	पीछे हट,
7043	पीछे हो जा,
7044	पीठ का पारचा,
7045	पीड़ा के कारण रो,
7046	पीड़ाहर,
7047	पीडा,
7048	पीडित व्यक्ति,
7049	पीतता,
7050	पीताभ,
7051	पीने योग्य,
7052	पीपदार,
7053	पीरू की तरह आवाज़ कर,
7054	पीरू,
7055	पीला कर,
7056	पीला सा,
7057	पीलापन,
7058	पीलिमा,
7059	पीली चटनी,
7060	पीले रंग के फूलों वाला पौधा,
7061	पीसने या रगड़ने की वस्तु,
7062	पुंजीभूत,
7063	पुंस्त्वकरण,
7064	पुख़्ताख़्तगी,
7065	पुचकार,
7066	पुछताछ,
7067	पुछवैया,
7068	पुट दे,
7069	पुटास,
7070	पुठ्ठा,
7071	पुड़ा,
7072	पुण्यतर,
7073	पुण्यश्लोक,
7074	पुण्यस्थान,
7075	पुण्यात्मा,
7076	पुण्यार्थ,
7077	पुतलीघर,
7078	पुताई,
7079	पुत्रहीन,
7080	पुन:,
7081	पुन:कथन,
7082	पुन:प्राप्ति,
7083	पुन:समंजन,
7084	पुन:स्थापन,
7085	पुन:स्थापित,
7086	पुनः अवलोकन,
7087	पुनः निगल,
7088	पुनः प्रयोग कर,
7089	पुनः प्राप्त कर,
7090	पुनः प्राप्ति,
7091	पुनः प्रेषण,
7092	पुनः संगठन,
7093	पुनः संभल जा,
7094	पुनः स्थापन,
7095	पुनः स्वस्थ हो,
7096	पुनः स्वास्थ्य लाभ कर,
7097	पुनःस्थापना,
7098	पुनरपि,
7099	पुनरवलोकन,
7100	पुनरस्त्रीकरण,
7101	पुनरागत,
7102	पुनरावर्ती,
7103	पुनरास्थापन,
7104	पुनरुज्जीवित,
7105	पुनरुत्तर,
7106	पुनरुत्पत्ति,
7107	पुनरुत्पादन,
7108	पुनर्कथन,
7109	पुनर्गठित,
7110	पुनर्जनन,
7111	पुनर्जन्मवाद,
7112	पुनर्जीवित,
7113	पुनर्भुगतान,
7114	पुनर्मेल,
7115	पुनर्योग,
7116	पुनर्वचन,
7117	पुनर्वर्गीकरण,
7118	पुनर्विनियोग,
7119	पुनर्विन्यास,
7120	पुनर्विलोकन,
7121	पुनीतसर,
7122	पुरअमन,
7123	पुरकार,
7124	पुरज़ी,
7125	पुरज़े,
7126	पुरजोश,
7127	पुरत,
7128	पुरनारी,
7129	पुरबिया,
7130	पुरस्कार दे,
7131	पुरस्कृत,
7132	पुरस्तात्,
7133	पुरस्सर,
7134	पुरातत्त्वतत्त्व-शास्त्री,
7135	पुरातत्त्वतत्त्वज्ञ,
7136	पुरातत्त्वतत्त्वविद,
7137	पुरातनता,
7138	पुरातनवाद,
7139	पुराना परिरक्षित शव,
7140	पुराना हुआ पेय,
7141	पुराना हो,
7142	पुरानापन,
7143	पुरानी चीजे,
7144	पुरानी स्थिति में लौट जा,
7145	पुराने को नया रूप दे,
7146	पुराने समय का,
7147	पुराने समय मे यातना देने का यंत्र,
7148	पुराभिलेख,
7149	पुराभिलेखपाल,
7150	पुरामनोविज्ञान,
7151	पुरालिपि,
7152	पुरालेख,
7153	पुरावशेष,
7154	पुरावृत्त,
7155	पुरावेत्ता,
7156	पुरुषत्त्व,
7157	पुरुषवत्,
7158	पुरूष,
7159	पुरूषार्थी,
7160	पुरोगतिशील,
7161	पुरोगामीमिता,
7162	पुरोभाग,
7163	पुरोवर्ती,
7164	पुरोहित,
7165	पुरोहितताई,
7166	पुरोहितती,
7167	पुरोहिताभिषेक,
7168	पुल बाँध,
7169	पुलिया,
7170	पुलिस अफसर,
7171	पुलिस औफिसर,
7172	पुलिसमैन,
7173	पुलीस का ड़ंड़ा,
7174	पुलीस,
7175	पुश्ताबंदी,
7176	पुषअट,
7177	पुष्ट कर,
7178	पुष्ट बना,
7179	पुष्टिकरण,
7180	पुष्टिकारक पदार्थ,
7181	पुष्टिकारी,
7182	पुष्प केसर,
7183	पुष्पगर्भ,
7184	पुष्पोद्यानविद्,
7185	पुष्पोद्यानवेत्ता,
7186	पुस्तकाध्यक्ष,
7187	पुस्तकालयाध्यक्ष,
7188	पुस्तकीय,
7189	पुहुप,
7190	पूँज़ी,
7191	पूँजी बना,
7192	पूँजी लगा,
7193	पूँजीकरण,
7194	पूछाताछी,
7195	पूज,
7196	पूजनपद्धति,
7197	पूजनविधि,
7198	पूडल,
7199	पूड़ा,
7200	पूरब दिशा की ओर,
7201	पूरवी,
7202	पूरा कर,
7203	पूरा बूझाँ दे,
7204	पूरा लाभ उठाना,
7205	पूरापूरा,
7206	पूरी तरह नश्ट कर दे,
7207	पूरी तौर से,
7208	पूरी शक्ति लगाकर देख,
7209	पूरे में,
7210	पूर्ण एकता,
7211	पूर्ण कर,
7212	पूर्ण जानकार वाला,
7213	पूर्ण पराजय,
7214	पूर्ण विकसित,
7215	पूर्णकालिक,
7216	पूर्णत,
7217	पूर्णत:,
7218	पूर्णतः असफल,
7219	पूर्णतः विभाजित,
7220	पूर्णतया नग्न,
7221	पूर्णतातावाद,
7222	पूर्णतातावादी,
7223	पूर्णरुप से,
7224	पूर्णरूप से लगा,
7225	पूर्णाश,
7226	पूर्ति सीमित कर,
7227	पूर्तिकारी,
7228	पूर्व दिशा का,
7229	पूर्व प्रत्यय,
7230	पूर्व स्थान से हटा,
7231	पूर्वकथन,
7232	पूर्वकल्पी,
7233	पूर्वगत,
7234	पूर्वगामिता,
7235	पूर्वगामी,
7236	पूर्वगृहीत,
7237	पूर्वग्रह,
7238	पूर्वचिंतन,
7239	पूर्वदर्शन,
7240	पूर्वधारणा,
7241	पूर्वनियति,
7242	पूर्वनिर्णय,
7243	पूर्वपक्ष,
7244	पूर्वपीठिका,
7245	पूर्वभूत,
7246	पूर्वयायी,
7247	पूर्वरंग,
7248	पूर्वराग,
7249	पूर्वरूप,
7250	पूर्वरूपेण ध्यान आकर्षित कर,
7251	पूर्वलेख,
7252	पूर्ववर्तिता,
7253	पूर्ववादी,
7254	पूर्वसूचना दे,
7255	पूर्वस्नातक,
7256	पूर्वानुमान लगा,
7257	पूर्वानुराग,
7258	पूर्वान्ह,
7259	पूर्वापरता,
7260	पूर्वाभास या पूर्वसूचना दे,
7261	पूर्वाभास,
7262	पूर्विका,
7263	पूर्वोकपै,
7264	पूर्वोपाय,
7265	पूला,
7266	पूली,
7267	पृथक कर,
7268	पृथक्क्रिया,
7269	पृथक्ता,
7270	पृथु,
7271	पृथ्वी तल,
7272	पृथ्वीनाथ,
7273	पृथ्वीपति,
7274	पृथ्वीपाल,
7275	पृथ्वीपूजा,
7276	पृष्ठ का एक खण्ड,
7277	पृष्ठ पलटा,
7278	पृष्ठपोषक,
7279	पृष्ठाधारवाला,
7280	पेंग,
7281	पेंडल,
7282	पेंशनभोगी,
7283	पेंशनयाफ़्ता,
7284	पेचिदा,
7285	पेचीदा कर,
7286	पेचीदादापन,
7287	पेट का,
7288	पेटभर भोजन,
7289	पेटीकोट,
7290	पेटूपन,
7291	पेटूपना,
7292	पेट्रोल से बना हुआ पदार्थ जिससे बम बनाते है,
7293	पेय या शरबत,
7294	पेलव,
7295	पेवन,
7296	पेवमेंट,
7297	पेशतर,
7298	पेशलता,
7299	पेशवा,
7300	पेशानी,
7301	पेशाब कर,
7302	पेशाब-धर,
7303	पेशाबदान,
7304	पेशीनगोई,
7305	पेसिल,
7306	पेसी,
7307	पेस्टल,
7308	पैंग,
7309	पैंट में ज़िप लगाने की जगह,
7310	पैंड़,
7311	पैंड़ा,
7312	पैकिंग,
7313	पैके,
7314	पैकेज,
7315	पैग़म्बर,
7316	पैडल,
7317	पैड़,
7318	पैड़ल चला,
7319	पैड़ल,
7320	पैतरारेबाज़,
7321	पैत्रिक सम्पत्ति,
7322	पैदल पार कर,
7323	पैदल मोहरा,
7324	पैदलपथ,
7325	पैदा हो,
7326	पैदाइशशी,
7327	पैम्फ़लेट,
7328	पैर का ऊपरी मध्य भाग,
7329	पैर का चिह्न,
7330	पैर घसीटकर चल,
7331	पैर घिस्सू चाल,
7332	पैर टिकाने का स्थान,
7333	पैर पटक,
7334	पैरगाड़ी,
7335	पैराग्राफ़,
7336	पैवंद,
7337	पैवस्त,
7338	पैशाचीक,
7339	पैस,
7340	पैसा चुका,
7341	पैसार,
7342	पैसे बना,
7343	पैसे से संबंधित,
7344	पैसों का विशाल भुगतान,
7345	पोंगापंथी,
7346	पोंगापन,
7347	पोंछ,
7348	पोंछन,
7349	पोढ़,
7350	पोतघाट,
7351	पोतदार,
7352	पोतधारी,
7353	पोतध्वज,
7354	पोथी,
7355	पोपलापन,
7356	पोपलीला,
7357	पोपवाद,
7358	पोलदार,
7359	पोलापन,
7360	पोशाक,
7361	पोस,
7362	पोस्टमास्टर,
7363	पोस्टल,
7364	पौंछा लगा,
7365	पौंछा,
7366	पौंहची,
7367	पौढ़,
7368	पौत्र,
7369	पौधघर,
7370	पौधा लगा,
7371	पौधों की वृद्धि,
7372	पौन:पुनिक,
7373	पौन:पुन्य,
7374	पौर मुख्य,
7375	पौरस्त्य,
7376	पौराणिक कथा,
7377	पौरी,
7378	पौरूष,
7379	पौरूषहीन,
7380	पौरूषेय,
7381	पौरोहित्य,
7382	पौली,
7383	पौष्टिक दवाई,
7384	प्याज़ज़ी,
7385	प्याज़जू,
7386	प्यानो,
7387	प्यार कर,
7388	प्यार से,
7389	प्याले के रूप दे,
7390	प्रकंप,
7391	प्रकट कर,
7392	प्रकट हो जा,
7393	प्रकट हो,
7394	प्रकटत,
7395	प्रकथन,
7396	प्रकर,
7397	प्रकल्पनाल्पित,
7398	प्रकारात्मक,
7399	प्रकार्य,
7400	प्रकाश का संकेत देने वाली वस्तु,
7401	प्रकाश की किरण,
7402	प्रकाश डाल,
7403	प्रकाश बढा,
7404	प्रकाश में ड़ालना,
7405	प्रकाश में ला,
7406	प्रकाशक्षेपी,
7407	प्रकाशन हेतु दे,
7408	प्रकाशन हेतु संघ बना,
7409	प्रकाशयुक्त कर,
7410	प्रकाशविश्लेषण,
7411	प्रकाशिकी,
7412	प्रकाशित कर,
7413	प्रकाशित वस्तु,
7414	प्रकाशित हो,
7415	प्रकुपित,
7416	प्रकृतवाद,
7417	प्रकृतवादी,
7418	प्रकृति का उग्र रूप,
7419	प्रकृतिभेद,
7420	प्रकृतिवाद,
7421	प्रकृतिशास्त्री,
7422	प्रकृतिशास्त्रीय,
7423	प्रकृतिस्थता,
7424	प्रकोपकोपित,
7425	प्रक्रम,
7426	प्रक्रियाविज्ञ,
7427	प्रक्रियाविज्ञान,
7428	प्रक्रियाविद्,
7429	प्रक्षिप्त,
7430	प्रक्षेप,
7431	प्रक्षेपास्त्र रखनेकी भूमिगत जगह,
7432	प्रख्यापन,
7433	प्रगति मे बाधा,
7434	प्रगति रोक,
7435	प्रगतिवादी,
7436	प्रगतिशीलता,
7437	प्रगलक,
7438	प्रगीत,
7439	प्रगीतति,
7440	प्रगुणन,
7441	प्रगुणनणता,
7442	प्रघात,
7443	प्रचंड रूप से,
7444	प्रचलन में होना,
7445	प्रचलित हो,
7446	प्रचारकर्त्ता,
7447	प्रचारित,
7448	प्रचालन,
7449	प्रचुर मात्रा में उत्पन्न होना या कर,
7450	प्रचुर मात्रा में,
7451	प्रचुरोद्भव,
7452	प्रच्छद,
7453	प्रच्छन्न भावना,
7454	प्रच्छन्न रूप से,
7455	प्रच्छन्नचारी,
7456	प्रच्छन्नता,
7457	प्रच्छादन,
7458	प्रजल्पना,
7459	प्रजातंत्र राज्य,
7460	प्रजातंत्रवादी,
7461	प्रजातांत्रिक देश,
7462	प्रजापीड़क,
7463	प्रजापीड़न,
7464	प्रजार,
7465	प्रज्ञाचक्षु,
7466	प्रज्ञान,
7467	प्रज्ञानज्ञात,
7468	प्रज्ञापन,
7469	प्रज्ञावान,
7470	प्रज्वलित कर,
7471	प्रणति,
7472	प्रणाम कर,
7473	प्रणाम,
7474	प्रणामत्व,
7475	प्रणामपत्र,
7476	प्रणामपुरुष,
7477	प्रणामशास्त्र,
7478	प्रणामशास्त्री,
7479	प्रणित,
7480	प्रणिधान,
7481	प्रणिधि,
7482	प्रणोदन,
7483	प्रताप,
7484	प्रतापवान,
7485	प्रतापी,
7486	प्रति दिन,
7487	प्रति सप्ताह,
7488	प्रतिकरणीय,
7489	प्रतिकर्षण,
7490	प्रतिकाय,
7491	प्रतिकारकारक,
7492	प्रतिकारी,
7493	प्रतिकूलकारी,
7494	प्रतिकूलदर्शन,
7495	प्रतिक्रिया कर,
7496	प्रतिक्रियाक्रिया-कलाप,
7497	प्रतिक्रियाक्रियात्मक,
7498	प्रतिक्रियाक्रियावादी,
7499	प्रतिक्षेप,
7500	प्रतिगमनगत,
7501	प्रतिगमनगामी,
7502	प्रतिचयन,
7503	प्रतिचित्रण,
7504	प्रतिच्छिन्न,
7505	प्रतिच्छेद,
7506	प्रतिजैविकी,
7507	प्रतिज्ञा कर,
7508	प्रतिज्ञा पर कारामुक्ति,
7509	प्रतिज्ञाकर्ता,
7510	प्रतिज्ञाती,
7511	प्रतिज्ञान,
7512	प्रतिदर्शन,
7513	प्रतिदीप्त,
7514	प्रतिदेय,
7515	प्रतिद्वन्दी,
7516	प्रतिध्वनि कर,
7517	प्रतिध्वनित हो,
7518	प्रतिनायक,
7519	प्रतिनिधि हो,
7520	प्रतिनिधिक,
7521	प्रतिनिधित्व कर,
7522	प्रतिनिधित्व करने के लिये भेज,
7523	प्रतिनियुक्त,
7524	प्रतिनिविष्ट,
7525	प्रतिनिषेध,
7526	प्रतिपक्षता,
7527	प्रतिपत्ति ज्ञान,
7528	प्रतिपत्र,
7529	प्रतिपादनपादक,
7530	प्रतिपाल,
7531	प्रतिपालन,
7532	प्रतिपालित,
7533	प्रतिपूरक,
7534	प्रतिप्रचार,
7535	प्रतिफलन,
7536	प्रतिबंध लगा,
7537	प्रतिबंधित कर,
7538	प्रतिबन्ध को तोडते हुए,
7539	प्रतिबाधा,
7540	प्रतिबिंबबिंबवाद,
7541	प्रतिबिम्ब डाल,
7542	प्रतिबुद्धिवादवादी,
7543	प्रतिबोध,
7544	प्रतिभट,
7545	प्रतिभार,
7546	प्रतिभावान्,
7547	प्रतिभावी,
7548	प्रतिभाशाली व्यक्ति,
7549	प्रतिमंडल,
7550	प्रतिमापूजा,
7551	प्रतिमाभंजक,
7552	प्रतिमाभंजन,
7553	प्रतिमाविज्ञान,
7554	प्रतियोग,
7555	प्रतियोगिता संबन्धी,
7556	प्रतिरक्षात्मक,
7557	प्रतिरक्षारक्षात्मक,
7558	प्रतिरुप,
7559	प्रतिरुपरुपी,
7560	प्रतिरोधरोधक,
7561	प्रतिरोपित कर,
7562	प्रतिलाभ,
7563	प्रतिलिपि करने पर विशेष गुण बनाये रख,
7564	प्रतिलिपि बना,
7565	प्रतिलिपिकार,
7566	प्रतिलिपिलिपिक,
7567	प्रतिलिपिलिप्याधिकार,
7568	प्रतिलेखन,
7569	प्रतिलोम,
7570	प्रतिवर्तन,
7571	प्रतिवर्तनवर्ती,
7572	प्रतिवाद कर,
7573	प्रतिवासर,
7574	प्रतिवेदनवेदक,
7575	प्रतिवेदनवेदी,
7576	प्रतिशतता,
7577	प्रतिशिष्ट,
7578	प्रतिशोध ले,
7579	प्रतिशोधशोधात्मक,
7580	प्रतिश्रवण,
7581	प्रतिश्रुत,
7582	प्रतिश्रुति,
7583	प्रतिष्ठापन,
7584	प्रतिसंहरण,
7585	प्रतिसाम्य,
7586	प्रतिस्पर्धा में बराबरी,
7587	प्रतिस्पर्धा में हो,
7588	प्रतिस्पर्धास्पर्धी,
7589	प्रतिहस्त,
7590	प्रतिहिंसाहिंसात्मक,
7591	प्रतीकप्रयोग,
7592	प्रतीकवाद,
7593	प्रतीकवादिता,
7594	प्रतीकवादी,
7595	प्रतीकविद्या,
7596	प्रतीकविधान,
7597	प्रतीकात्मकता,
7598	प्रतीकोपासना,
7599	प्रतीक्षा कर,
7600	प्रतीत हो,
7601	प्रतीपगामी,
7602	प्रतीयमानतः,
7603	प्रतोक,
7604	प्रत्यंकन,
7605	प्रत्यक्ष ज्ञान,
7606	प्रत्यक्षवादिता,
7607	प्रत्यक्षवादी,
7608	प्रत्यपकार,
7609	प्रत्यपर्ण,
7610	प्रत्यभिज्ञा,
7611	प्रत्यभिज्ञान,
7612	प्रत्ययकारी,
7613	प्रत्ययन,
7614	प्रत्ययपत्र,
7615	प्रत्ययवाद,
7616	प्रत्ययवादिता,
7617	प्रत्यर्थी,
7618	प्रत्यर्पणर्पणीय,
7619	प्रत्यवहार,
7620	प्रत्यवेक्षण,
7621	प्रत्याकर्षण,
7622	प्रत्याख्यान,
7623	प्रत्यागत,
7624	प्रत्यानयन,
7625	प्रत्याभूति,
7626	प्रत्यायन,
7627	प्रत्यायनयक,
7628	प्रत्यायुक्त,
7629	प्रत्यावर्तनर्ती,
7630	प्रत्यावर्ति,
7631	प्रत्याश्रय,
7632	प्रत्यास्मरण,
7633	प्रत्याहार,
7634	प्रत्याह्वान,
7635	प्रत्युक्ति,
7636	प्रत्युत,
7637	प्रत्युत्पन्न,
7638	प्रत्युत्पन्नमतित्व,
7639	प्रथम बसने वाला,
7640	प्रथमक,
7641	प्रदर्शन कर,
7642	प्रदर्शनक,
7643	प्रदर्शननप्रिय,
7644	प्रदर्शनी लगाने का स्थान,
7645	प्रदर्शित कर,
7646	प्रदान कर,
7647	प्रदीपन,
7648	प्रदीप्तप्ति,
7649	प्रदेश का छोटा खण्ड,
7650	प्रदेश क्षेत्र,
7651	प्रदेशपरकता,
7652	प्रधान पादरी,
7653	प्रधान मंत्री,
7654	प्रधान व्यक्ति,
7655	प्रधानत,
7656	प्रधानतः,
7657	प्रधानत्व,
7658	प्रधानामत्य,
7659	प्रपंचबुद्धि,
7660	प्रपाती,
7661	प्रपीड़न,
7662	प्रफुल्लमुख,
7663	प्रफुल्लवदन,
7664	प्रबंधकारी,
7665	प्रबंधव्यवस्था,
7666	प्रबन्ध कर,
7667	प्रबल हो,
7668	प्रबोधक,
7669	प्रभंजन,
7670	प्रभविष्णु,
7671	प्रभविष्णुता,
7672	प्रभाव डाल,
7673	प्रभाव में ला,
7674	प्रभावकार,
7675	प्रभावकारी रूप से,
7676	प्रभावडाल,
7677	प्रभावपूर्ण ढंग से,
7678	प्रभावपूर्ण,
7679	प्रभाववश्यता,
7680	प्रभाववादी,
7681	प्रभावशाली भाषण,
7682	प्रभावान्वित,
7683	प्रभावित कर,
7684	प्रभावीविता,
7685	प्रभावोत्पादक,
7686	प्रभीत,
7687	प्रभु ईसा मसीह के स्मरण में भोज,
7688	प्रभुसत्ता-संपन्न,
7689	प्रभुसत्तात्मक,
7690	प्रभूत,
7691	प्रभेद,
7692	प्रमा,
7693	प्रमाण दे,
7694	प्रमाण देना,
7695	प्रमाण1 pawra1,
7696	प्रमाणिक ठहरा,
7697	प्रमाणिकता का चिह्न,
7698	प्रमाणिकता,
7699	प्रमाणित कर,
7700	प्रमाणित किया हुआ,
7701	प्रमाणितकर,
7702	प्रमाप,
7703	प्रमापी,
7704	प्रमुक्त,
7705	प्रमुख अंश,
7706	प्रयत्,
7707	प्रयत्न कर,
7708	प्रयत्नवान्,
7709	प्रयाण कर,
7710	प्रयास कर,
7711	प्रयोक्ता,
7712	प्रयोग कर,
7713	प्रयोग की गयी वस्तु का पुनः प्रयोग,
7714	प्रयोग में ला,
7715	प्रयोगकर्ता,
7716	प्रयोगकर्त्ता,
7717	प्रयोगत,
7718	प्रयोगधर्मा,
7719	प्रयोगवाद,
7720	प्रयोगवादिता,
7721	प्रयोगवादी,
7722	प्रयोगसिद्ध,
7723	प्रयोजनवाद,
7724	प्रयोजनवादी,
7725	प्रयोजनीय,
7726	प्रयोज्यता,
7727	प्ररणार्थक,
7728	प्रलयंकर,
7729	प्रलयवाद,
7730	प्रलयवादी,
7731	प्रलुब्ध,
7732	प्रलेखन,
7733	प्रलोभक,
7734	प्रवंचित,
7735	प्रवचन दे,
7736	प्रवजन,
7737	प्रवजनज्या,
7738	प्रवर,
7739	प्रवरता,
7740	प्रवर्तित कर,
7741	प्रवर्त्तक,
7742	प्रवर्त्तन कर,
7743	प्रवर्त्तन,
7744	प्रवर्त्तनशील,
7745	प्रवर्त्ती,
7746	प्रवर्धनर्धक,
7747	प्रवहमान,
7748	प्रवाचक,
7749	प्रवाजक,
7750	प्रवाजी,
7751	प्रवात,
7752	प्रवारण,
7753	प्रवाहित कर,
7754	प्रविधिज्ञ,
7755	प्रविभाजित कर,
7756	प्रविष्ट,
7757	प्रवृति,
7758	प्रवृत्त हो,
7759	प्रवृत्ति हो,
7760	प्रवेश दे,
7761	प्रवेशक,
7762	प्रशंसा कर,
7763	प्रशंसासनीय,
7764	प्रशंसासित,
7765	प्रशमन कर,
7766	प्रशमन,
7767	प्रशासनिक रूप से,
7768	प्रशिक्षणक्षक,
7769	प्रशिक्षणक्षण-शिविर,
7770	प्रशिक्षणक्षा,
7771	प्रशिक्षणक्षार्थी,
7772	प्रशिक्षित कर,
7773	प्रश्न कर,
7774	प्रश्न में प्रयोग कर,
7775	प्रश्नवाचक,
7776	प्रश्नोत्तरी,
7777	प्रश्रय,
7778	प्रश्रयदाता,
7779	प्रसंवादी,
7780	प्रसन्न कर,
7781	प्रसन्न करना या हो,
7782	प्रसन्न हो जा,
7783	प्रसन्न हो,
7784	प्रसर्पणर्पित,
7785	प्रसव का समय,
7786	प्रसादन,
7787	प्रसादपात्र,
7788	प्रसामान्य,
7789	प्रसिद्ध व्यक्ति,
7790	प्रसिद्धद्धि,
7791	प्रसुप्त,
7792	प्रसुप्तप्ति,
7793	प्रसूतिकक्ष,
7794	प्रसृत,
7795	प्रस्तरप्रतिमा,
7796	प्रस्ताव रख,
7797	प्रस्तावित कर,
7798	प्रस्तुत कर,
7799	प्रस्थान के समय का स्वस्तिवाद,
7800	प्रस्फुटनटित,
7801	प्रस्फुरण,
7802	प्रस्फोट,
7803	प्रस्वेददित,
7804	प्रस्वेददी,
7805	प्रहार कर,
7806	प्रांजलता,
7807	प्रांतीयता,
7808	प्राइमर,
7809	प्राकृतवाद,
7810	प्राकृतवादी,
7811	प्राकृतिक दृश्य,
7812	प्राकृतिक या सहज बना,
7813	प्राकृतिक स्थिति मे,
7814	प्राक्कथनलेखक,
7815	प्राक्कलन,
7816	प्राक्कल्पना,
7817	प्राक्कालिक,
7818	प्राक्टर,
7819	प्राक्षेपिक,
7820	प्राग्रुप,
7821	प्राग्वृत्त,
7822	प्राग्वृत्तांत,
7823	प्राचीन कला कृति,
7824	प्राचीन देशवासी,
7825	प्राचीन साहित्य,
7826	प्राचीनतर,
7827	प्राचीनता-प्रेमी,
7828	प्राच्,
7829	प्राच्यविद्,
7830	प्राच्यवेत्ता,
7831	प्राण-घातक,
7832	प्राणआधार,
7833	प्राणघात,
7834	प्राणत्याग,
7835	प्राणदाता,
7836	प्राणनाश,
7837	प्राणनाशक,
7838	प्राणप्रद,
7839	प्राणवता,
7840	प्राणवान्,
7841	प्राणशक्ति,
7842	प्राणहर,
7843	प्राणहारी,
7844	प्राणाधिक,
7845	प्राणार्पण,
7846	प्राणाहुति,
7847	प्राणिवैज्ञानिक,
7848	प्राणेश,
7849	प्राणोत्सर्ग,
7850	प्रातराश,
7851	प्रातस्मरण,
7852	प्रातिनिधिक,
7853	प्रातिभ,
7854	प्रातिभासिक,
7855	प्रातिरूपिक,
7856	प्रातिवेशिक,
7857	प्रातीतिक,
7858	प्रादर्श,
7859	प्रादेश,
7860	प्रादेशिकता,
7861	प्राधिकारिवर्ग,
7862	प्राप्त कर ले,
7863	प्राप्त कर,
7864	प्राप्त हो,
7865	प्राप्तव्य,
7866	प्राबल्य,
7867	प्रामाणिक बना,
7868	प्रायश,
7869	प्रायिक,
7870	प्रायिकता,
7871	प्रायिकले,
7872	प्रायोजना,
7873	प्रायोजित कर,
7874	प्रारंभ कर,
7875	प्रारंभ होना या कर,
7876	प्रारम्भ कर,
7877	प्रारम्भ करने वाला,
7878	प्रारम्भ हो,
7879	प्रारम्भक,
7880	प्रारूपकार,
7881	प्रारूपिक,
7882	प्रार्थना कर,
7883	प्रार्थनात्मक,
7884	प्रावस्था,
7885	प्राविधिकता,
7886	प्रावेदन,
7887	प्राश्निक,
7888	प्रास्तविक,
7889	प्रिंट,
7890	प्रिंटिंग,
7891	प्रियतर,
7892	प्रियवचन,
7893	प्रीतिपात्र,
7894	प्रूफ़,
7895	प्रूफ़शोधन,
7896	प्रेक्षकवर्ग,
7897	प्रेक्षकसमाज,
7898	प्रेक्षण,
7899	प्रेतविद्या,
7900	प्रेतात्मा,
7901	प्रेम प्रसंग,
7902	प्रेम सम्बन्ध,
7903	प्रेम से,
7904	प्रेमगीत,
7905	प्रेमपात्र,
7906	प्रेमभाव,
7907	प्रेमविहार,
7908	प्रेमव्यापार,
7909	प्रेयवाद,
7910	प्रेयवादी,
7911	प्रेरणा दे,
7912	प्रेरणाप्रद,
7913	प्रेरणाशक्ति,
7914	प्रेरणाहेतु,
7915	प्रेरित कर,
7916	प्रेषित माल,
7917	प्रेषित्र,
7918	प्रेषी,
7919	प्रेसीडेंट,
7920	प्रोग्राम को टेप कर,
7921	प्रोनोट,
7922	प्रोपर्ट्य् डीलर,
7923	प्रौढ़ता,
7924	प्लग,
7925	प्लवन,
7926	प्लवनशील,
7927	प्लस्तर,
7928	प्लांचेट,
7929	प्लाविक,
7930	प्लेटफ़ार्म,
7931	प्लैटफ़ार्म,
7932	फँस जा,
7933	फँसाव,
7934	फंगस मारनेवाला पदार्थ,
7935	फंदेदार,
7936	फक्क,
7937	फक्कड़,
7938	फक्कड़पन,
7939	फक्कड़पना,
7940	फक्कड़मस्ती,
7941	फगुआ,
7942	फज,
7943	फटक,
7944	फटकन,
7945	फटन,
7946	फटिचर,
7947	फटे पुराने वस्त्र,
7948	फटे,
7949	फट्टा,
7950	फडक,
7951	फड़फड़ा,
7952	फड़फड़ाने की आवाज़,
7953	फड़फ़ड़ा,
7954	फड़बाज़,
7955	फड़बाज़ी,
7956	फण,
7957	फन्दा डालकर बाँध,
7958	फन्दा बना,
7959	फब,
7960	फबत,
7961	फबीला,
7962	फर-फर,
7963	फरचा,
7964	फरचाई,
7965	फरहरा,
7966	फर्राटा,
7967	फलन,
7968	फलप्राप्ति,
7969	फलभक्षी,
7970	फलमिश्रित आइस्,
7971	फलयुक्त,
7972	फलवती,
7973	फलवाद,
7974	फलवादी,
7975	फलवान,
7976	फलशर्करा,
7977	फलाहारी,
7978	फलीतार्थ,
7979	फलीदार,
7980	फलोद्यान,
7981	फहरा,
7982	फ़ँसा,
7983	फ़कीर,
7984	फ़कीरी,
7985	फ़ख़्,
7986	फ़ज़र,
7987	फ़ज्ल,
7988	फ़तह,
7989	फ़तहयाबी,
7990	फ़नमौला,
7991	फ़रज़,
7992	फ़रज़ंद,
7993	फ़रफ़र,
7994	फ़रमा,
7995	फ़रमाइश,
7996	फ़रमाइशी,
7997	फ़रमाबरदार,
7998	फ़रमाबरदारी,
7999	फ़रलाँग,
8000	फ़रलो,
8001	फ़रश,
8002	फ़रहंग,
8003	फ़राख़दिलदिली,
8004	फ़राग़त,
8005	फ़रामोशशी,
