Hin_Label	Eng_Label	POS	MRS_Concept	MRS_Feature_Values
कमताई_1	shortage_1	noun	_shortage_n_of	LBL: h* ARG0: x* ARG1: i* 
कमताई_2	scarcity_3	noun	_scarcity/NN_u_unknown	LBL: h* ARG0: x* 
कमती_1	diminution_1	noun	_diminution_n_1	LBL: h* ARG0: x* 
कमती_2	scarcity_4	noun	_scarcity/NN_u_unknown	LBL: h* ARG0: x* 
कमती_3	lack_5	noun	_lack_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.few_7,SOME PROBLEM IN FATCHING MRS VALUES #############

कमती-बढ़ती_1	fluctuation_2	adv	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कमती-बढ़ती_1	fluctuation_2	adv	_fluctuation_n_in	LBL: h* ARG0: x* ARG1: i* 
कमनीय_1	desirable_1	adj	_desirable_a_to	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
कमनीय_2	desired_9	adj	_desire_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
कमनीय_2	desired_9	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कमनीय_3	pleasing_2	adj	_pleasing_a_to	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
कमनीय_4	beautiful_3	adj	_beautiful_a_1	LBL: h* ARG0: e* ARG1: x* 
कमनीय_5	lovely_3	adj	_lovely_a_1	LBL: h* ARG0: e* ARG1: x* 
कमनैत_1	bowman_1	noun	_bowman/NN_u_unknown	LBL: h* ARG0: x* 
कमनैती_1	archery_1	noun	_archery_n_1	LBL: h* ARG0: x* 
कमर_1	waist_1	noun	_waist_n_1	LBL: h* ARG0: x* 
कमर_2	loins_1	noun	_loins_n_1	LBL: h* ARG0: x* 
कमर_3	waist_2	noun	_waist_n_1	LBL: h* ARG0: x* 
कमर+टूट_1	sink_2	verb	_sink_v_1	LBL: h* ARG0: e* ARG1: x* 
कमर+थाम_1	support_20	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कमर+थाम_1	support_20	verb	_support_n_of	LBL: h* ARG0: x* ARG1: i* 
कमर+थाम_2	back_2	verb	loc_nonsp	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कमर+थाम_2	back_2	verb	place_n	LBL: h* ARG0: x* 
कमर+थाम_2	back_2	verb	def_implicit_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कमर+थाम_2	back_2	verb	_back_p	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.encourage_3,SOME PROBLEM IN FATCHING MRS VALUES #############

कमर+बाँध_1	prepare_2	verb	_prepare_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कमर+बाँध_2	arm_1	verb	_arm_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कमरतोड़_1	backbreaking_1	adj	_backbreaking/VBG_u_unknown	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कमरतोड़_2	difficult_6	adj	_difficult_a_for	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
कमरतोड़_3	burdensome_3	adj	_burdensome_a_1	LBL: h* ARG0: e* ARG1: x* 
कमर-पट्टी_1	waistband_1	noun	_waistband/NN_u_unknown	LBL: h* ARG0: x* 
कमरबंद_1	waistband_2	noun	_waistband/NN_u_unknown	LBL: h* ARG0: x* 
कमरबंद_2	sash_1	noun	_sash_n_1	LBL: h* ARG0: x* 
कमरबंद_3	belt_2	noun	_belt_n_1	LBL: h* ARG0: x* 
कमरबंद_4	drawstring_1	noun	_drawstring/NN_u_unknown	LBL: h* ARG0: x* 
कमरबंद_5	śalvār_1	noun	_śalvār/NN_u_unknown	LBL: h* ARG0: x* 
क़मर_1	moon_3	noun	_moon_n_1	LBL: h* ARG0: x* 
कमरख_1	medicinally_1	noun	_medicinally/NN_u_unknown	LBL: h* ARG0: x* 
कमरा_1	room_5	noun	_room_n_1	LBL: h* ARG0: x* 
कमरा_2	hall_3	noun	_hall_n_1	LBL: h* ARG0: x* 
कमरा_3	chamber_3	noun	_chamber_n_1	LBL: h* ARG0: x* 
कमरा_4	compartment_1	noun	_compartment_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.adv_3,SOME PROBLEM IN FATCHING MRS VALUES #############

कमलाकार_1	lotusshaped_1	adj	_lotusshaped/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
कमलाकार_1	lotusshaped_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कमलाक्ष_1	lotuseyed_1	adj	_lotuseyed/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
कमलाक्ष_1	lotuseyed_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कमला-गिंदर_1	palmerworm_1	noun	_palmerworm/NN_u_unknown	LBL: h* ARG0: x* 
कमलिनी_1	lotus_5	noun	_lotus_n_1	LBL: h* ARG0: x* 
अपनी+~+में+मस्त+हो_1	glory_2	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अपनी+~+में+मस्त+हो_1	glory_2	verb	_glory_n_1	LBL: h* ARG0: x* 
कमली-कीड़ा_1	palmerworm_2	noun	_palmerworm/NN_u_unknown	LBL: h* ARG0: x* 
कमली-कीड़ा_2	see_43	noun	_see_n_1	LBL: h* ARG0: x* 
काली+कमलीवाला_1	ascetic_6	noun	_ascetic/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.earn_5,SOME PROBLEM IN FATCHING MRS VALUES #############

कमांडर_1	commander_4	noun	_commander_n_of	LBL: h* ARG0: x* ARG1: i* 
कमाई_1	earnings_2	noun	_earnings_n_1	LBL: h* ARG0: x* 
कमाई_2	gain_2	noun	_gain_n_1	LBL: h* ARG0: x* 
कमाई_3	profits_2	noun	_profit_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.earn_6,SOME PROBLEM IN FATCHING MRS VALUES #############

कमाई+कर_2	work_3	verb	_work_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.profitable_1,SOME PROBLEM IN FATCHING MRS VALUES #############

कमाची_1	reg_53	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
कमान_1	bow_1	noun	_bow_n_1	LBL: h* ARG0: x* 
कमान_2	arch_1	noun	_arch_n_1	LBL: h* ARG0: x* 
कमान+चढ़ना_1	supremacy_6	noun	_supremacy_n_1	LBL: h* ARG0: x* 
कमान+चढ़_1	scowl_1	verb	_scowl_v_at	LBL: h* ARG0: e* ARG1: x* 
कमान+की_1	supremacy_7	noun	_supremacy_n_1	LBL: h* ARG0: x* 
कमान+की_2	scowl_2	verb	_scowl_v_at	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.arched_1,SOME PROBLEM IN FATCHING MRS VALUES #############

कमान_3	command_7	noun	_command_n_1	LBL: h* ARG0: x* 
कमान_4	instruction_6	noun	_instruction_n_of	LBL: h* ARG0: x* ARG1: i* 
कमान_5	position_2	noun	_position_n_of	LBL: h* ARG0: x* 
हाई_1	m_59	noun	_meter_n_1	LBL: h* ARG0: x* 
मुख्य_1	m_60	noun	_meter_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.earn_7,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.acquire_4,SOME PROBLEM IN FATCHING MRS VALUES #############

कमा_3	save_2	verb	_save_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कमा_4	accumulate_2	verb	_accumulate_v_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.tend_2,SOME PROBLEM IN FATCHING MRS VALUES #############

कमा_6	service_5	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कमा_6	service_5	verb	_service_n_1	LBL: h* ARG0: x* 
कमानी_1	hairspring_1	noun	_hairspring/NN_u_unknown	LBL: h* ARG0: x* 
कमानी_2	bent_1	adj	_bend_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
कमानी_2	bent_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
Oops!<class 'IndexError'>occurred.arched_2,SOME PROBLEM IN FATCHING MRS VALUES #############

कमाल_1	excellence_10	noun	_excellence_n_1	LBL: h* ARG0: x* 
कमाल_2	perfection_1	noun	_perfection_n_1	LBL: h* ARG0: x* 
कमाल_3	miracle_5	noun	_miracle_n_1	LBL: h* ARG0: x* 
कमाल_4	extreme_10	noun	_extreme_n_1	LBL: h* ARG0: x* 
कमाल+रखना_1	master_10	noun	_master_n_1	LBL: h* ARG0: x* 
कमाल+में_1	master_11	noun	_master_n_1	LBL: h* ARG0: x* 
कमासुत_1	earner_1	noun	_earner/NN_u_unknown	LBL: h* ARG0: x* 
कमिश्नर_1	commissioner_1	noun	_commissioner_n_1	LBL: h* ARG0: x* 
कमी_1	deficiency_4	noun	_deficiency_n_1	LBL: h* ARG0: x* 
कमी_2	shortage_2	noun	_shortage_n_of	LBL: h* ARG0: x* ARG1: i* 
कमी_3	want_3	noun	_want_n_of	LBL: h* ARG0: x* ARG1: i* 
कमी_4	lack_6	noun	_lack_n_1	LBL: h* ARG0: x* 
कमी_5	shortfall_1	noun	_shortfall/NN_u_unknown	LBL: h* ARG0: x* 
कमी_6	deficit_1	noun	_deficit_n_of	LBL: h* ARG0: x* ARG1: i* 
कमी_7	diminution_2	noun	_diminution_n_1	LBL: h* ARG0: x* 
कमी_8	decline_10	noun	_decline_n_1	LBL: h* ARG0: x* 
कमी_9	reduction_4	noun	_reduction_n_of	LBL: h* ARG0: x* ARG1: i* 
कमी_10	shortcoming_2	noun	_shortcoming_n_1	LBL: h* ARG0: x* 
कमी_11	fault_8	noun	_fault_n_1	LBL: h* ARG0: x* 
कमी-बेशी_1	fluctuation_3	noun	_fluctuation_n_in	LBL: h* ARG0: x* ARG1: i* 
क़मीज़_1	shirt_1	noun	_shirt_n_1	LBL: h* ARG0: x* 
कमीन_1	low_5	adj	_low_a_on	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
कमीन_2	base_18	noun	_base_n_1	LBL: h* ARG0: x* 
कमीनपन_1	see_44	noun	_see_n_1	LBL: h* ARG0: x* 
कमीना_1	low_6	adj	_low_a_on	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
कमीना_2	base_19	noun	_base_n_1	LBL: h* ARG0: x* 
कमीनापन_1	lowness_1	noun	_lowness/NN_u_unknown	LBL: h* ARG0: x* 
कमीनापन_2	baseness_3	noun	_baseness/NN_u_unknown	LBL: h* ARG0: x* 
कमीशन_1	commission_3	noun	_commission_n_of	LBL: h* ARG0: x* ARG1: i* 
कमीशन_2	brokerage_2	noun	_brokerage/NN_u_unknown	LBL: h* ARG0: x* 
कमीशन_3	remission_1	noun	_remission_n_1	LBL: h* ARG0: x* 
कमीशन_4	reduction_5	noun	_reduction_n_of	LBL: h* ARG0: x* ARG1: i* 
कमीशन_5	discount_2	noun	_discount_n_1	LBL: h* ARG0: x* 
कमेटी_1	committee_1	noun	_committee_n_of	LBL: h* ARG0: x* ARG1: i* 
Oops!<class 'IndexError'>occurred.small_6,SOME PROBLEM IN FATCHING MRS VALUES #############

क़याम_1	stay_1	noun	_stay_n_1	LBL: h* ARG0: x* 
क़याम_2	halt_7	noun	_halt_n_1	LBL: h* ARG0: x* 
क़याम_3	residence_4	noun	_residence_n_1	LBL: h* ARG0: x* 
क़याम_4	stability_1	noun	_stability_n_1	LBL: h* ARG0: x* 
क़याम_5	permanence_2	noun	_permanence/NN_u_unknown	LBL: h* ARG0: x* 
क़याम_6	certainty_1	noun	_certainty_n_1	LBL: h* ARG0: x* 
क़यामत_1	resurrection_1	noun	_resurrection_n_1	LBL: h* ARG0: x* 
क़यामत_2	doomsday_1	noun	_doomsday/NN_u_unknown	LBL: h* ARG0: x* 
क़यामत_3	calamity_8	noun	_calamity_n_1	LBL: h* ARG0: x* 
क़यामत_4	commotion_5	noun	_commotion_n_1	LBL: h* ARG0: x* 
क़यामत_5	astounding_1	adj	_astounding_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.dire_3,SOME PROBLEM IN FATCHING MRS VALUES #############

क़यामत+का_1	4_5	adj	number_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
क़यामत+का_1	4_5	adj	card	,CARG:_VALUES
क़यास_1	thought_1	noun	_thought_n_of	LBL: h* ARG0: x* ARG1: i* 
क़यास_2	conception_3	noun	_conception_n_of	LBL: h* ARG0: x* 
क़यास_3	conjecture_10	noun	_conjecture_n_1	LBL: h* ARG0: x* 
क़यास_4	imagining_2	noun	_imagine_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
क़यास_4	imagining_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
क़यास_5	fancy_4	noun	_fancy_n_1	LBL: h* ARG0: x* 
करंक_1	skull_2	noun	_skull_n_1	LBL: h* ARG0: x* 
करंक_2	head_2	noun	_head_n_of	LBL: h* ARG0: x* 
करंक_3	skeleton_4	noun	_skeleton_n_1	LBL: h* ARG0: x* 
करंजवा_1	smut_1	noun	_smut/NN_u_unknown	LBL: h* ARG0: x* 
करंजोई_1	qv_1	noun	_qv/NN_u_unknown	LBL: h* ARG0: x* 
कर_14	taxation_2	noun	_taxation_n_of	LBL: h* ARG0: x* ARG1: i* 
करदाता_1	taxpayer_1	noun	_taxpayer/NN_u_unknown	LBL: h* ARG0: x* 
करदेय_1	taxable_1	adj	_taxable/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
कर-योग्य_1	taxable_2	adj	_taxable/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
कराधान_1	taxation_3	noun	_taxation_n_of	LBL: h* ARG0: x* ARG1: i* 
कर_15	hand_1	noun	_hand_n_1	LBL: h* ARG0: x* 
कर_16	trunk_1	noun	_trunk_n_1	LBL: h* ARG0: x* 
कर_17	beam_2	noun	_beam_n_of	LBL: h* ARG0: x* ARG1: i* 
कर_18	moon_4	noun	_moon_n_1	LBL: h* ARG0: x* 
कर+गह_1	protect_2	verb	_protect_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कर+गह_2	marry_2	verb	_marry_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कर+का_1	protect_3	verb	_protect_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कर+का_2	marry_3	verb	_marry_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
करतल˚अमलक˚ध्वनि_1	clapping_1	noun	_clap_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
करतल˚अमलक˚ध्वनि_1	clapping_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करतल˚अमलक˚ध्वनि_2	applause_2	noun	_applause_n_1	LBL: h* ARG0: x* 
कर-ताल_1	clapping_2	noun	_clap_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
कर-ताल_1	clapping_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
कर-ताल_2	applause_3	noun	_applause_n_1	LBL: h* ARG0: x* 
कर_19	ppn_5	noun	_ppn/NN_u_unknown	LBL: h* ARG0: x* 
करई_1	granary_4	noun	_granary/NN_u_unknown	LBL: h* ARG0: x* 
करई_2	storehouse_2	noun	_storehouse_n_1	LBL: h* ARG0: x* 
करक_1	ache_2	noun	_ache_n_1	LBL: h* ARG0: x* 
करक_2	hailstone_2	noun	_hailstone/NN_u_unknown	LBL: h* ARG0: x* 
करक_3	hail_6	noun	_hail_n_1	LBL: h* ARG0: x* 
करकच_1	seasalt_1	noun	_seasalt/NN_u_unknown	LBL: h* ARG0: x* 
करकच_2	fragment_6	noun	_fragment_n_1	LBL: h* ARG0: x* 
करक_4	pain_7	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
करक_4	pain_7	verb	_pain_n_of	LBL: h* ARG0: x* ARG1: i* 
करक_5	ache_3	verb	_ache_v_1	LBL: h* ARG0: e* ARG1: x* 
करक_6	rankle_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
करक_6	rankle_1	verb	_rankle/NN_u_unknown	LBL: h* ARG0: x* 
करक_7	clash_1	verb	_clash_v_with	LBL: h* ARG0: e* ARG1: x* 
करक_8	resound_1	verb	_sound_v_1	LBL: h* ARG0: e* ARG1: x* 
करक_8	resound_1	verb	_re-_a_again	LBL: h* ARG0: i* ARG1: e* 
करक_9	break_1	verb	_break_v_1	LBL: h* ARG0: e* ARG1: x* 
करक_10	snap_1	verb	_snap_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
करकरा_1	creak_1	verb	_creak_v_1	LBL: h* ARG0: e* ARG1: x* 
करकरा_2	crackle_2	verb	_crackle_v_1	LBL: h* ARG0: e* ARG1: x* 
करकरा_3	ache_4	verb	_ache_v_1	LBL: h* ARG0: e* ARG1: x* 
करकरा_4	scratch_1	verb	_scratch_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
करकरा_5	scrabble_1	verb	_scrabble_v_1	LBL: h* ARG0: e* ARG1: x* 
करकराहट_1	cracking_1	noun	_crack_v_1	LBL: h* ARG0: e* ARG1: i* 
करकराहट_1	cracking_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करकराहट_2	snapping_1	noun	_snap_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
करकराहट_2	snapping_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करकराहट_3	crackling_2	noun	_crackle_v_1	LBL: h* ARG0: e* ARG1: i* 
करकराहट_3	crackling_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करकराहट_4	creaking_1	noun	_creak_v_1	LBL: h* ARG0: e* ARG1: i* 
करकराहट_4	creaking_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करकराहट_5	grating_2	noun	_grate_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
करकराहट_5	grating_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करकराहट_6	quarrelling_1	noun	_quarrelling/NN_u_unknown	LBL: h* ARG0: x* 
करका_1	hail_7	noun	_hail_n_1	LBL: h* ARG0: x* 
करका_2	break_2	verb	_break_v_1	LBL: h* ARG0: e* ARG1: x* 
करका_3	snap_2	verb	_snap_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
करका_4	bend_2	verb	_bend_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
करका_5	twist_16	verb	_twist_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.sprain_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.incite_11,SOME PROBLEM IN FATCHING MRS VALUES #############

करगह_1	see_45	noun	_see_n_1	LBL: h* ARG0: x* 
करगही_1	loomtax_1	noun	_loomtax/NN_u_unknown	LBL: h* ARG0: x* 
करछाल_1	bound_6	noun	_bound_n_1	LBL: h* ARG0: x* 
करछी_1	ladle_1	noun	_ladle/NN_u_unknown	LBL: h* ARG0: x* 
करछी_2	skimmer_1	noun	_skimmer/NN_u_unknown	LBL: h* ARG0: x* 
करछुल_1	ladle_2	noun	_ladle/NN_u_unknown	LBL: h* ARG0: x* 
करण_1	making_1	noun	_make_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* ARG3: u* 
करण_1	making_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करण_2	doing_1	noun	_do_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
करण_2	doing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करण_3	action_2	noun	_action_n_1	LBL: h* ARG0: x* 
करण_4	instrument_2	noun	_instrument_n_of	LBL: h* ARG0: x* ARG1: i* 
करण_5	implement_5	noun	_implement_n_1	LBL: h* ARG0: x* 
करणी_1	surd_1	noun	_surd/NN_u_unknown	LBL: h* ARG0: x* 
करणी_2	EH_8	noun	named	,CARG:_VALUES
करणीय_1	practicable_1	adj	_practicable_a_1	LBL: h* ARG0: e* ARG1: x* 
करतब_1	exploit_1	noun	_exploit_n_1	LBL: h* ARG0: x* 
करतब_2	feat_2	noun	_feat_n_1	LBL: h* ARG0: x* 
करतब_3	art_1	noun	_art_n_1	LBL: h* ARG0: x* 
करतब_4	skill_4	noun	_skill_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.skilled_3,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.adroit_1,SOME PROBLEM IN FATCHING MRS VALUES #############

करतूत_1	deed_3	noun	_deed_n_1	LBL: h* ARG0: x* 
करतूत_2	action_3	noun	_action_n_1	LBL: h* ARG0: x* 
करतूत_3	doing_2	noun	_do_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
करतूत_3	doing_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
करतूत_4	trickery_7	noun	_trickery/NN_u_unknown	LBL: h* ARG0: x* 
करतूत_5	skill_5	noun	_skill_n_1	LBL: h* ARG0: x* 
करधनी_1	girdle_3	noun	_girdle/NN_u_unknown	LBL: h* ARG0: x* 
करनल_1	colonel_1	noun	_colonel_n_1	LBL: h* ARG0: x* 
कर_20	do_1	verb	pronoun_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कर_20	do_1	verb	pron	LBL: h* ARG0: x* 
कर_20	do_1	verb	_do_v_1	LBL: h* ARG0: e* ARG1: x* 
कर_21	act_7	verb	_act_v_1	LBL: h* ARG0: e* ARG1: x* 
कर_22	perform_3	verb	_perform_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
करना_1	problem_3	noun	_problem_n_of	LBL: h* ARG0: x* ARG1: i* 
कर_23	study_4	verb	_study_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.~_8,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.~_9,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.~_10,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.appoint_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.impart_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.bestow_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.accomplish_2,SOME PROBLEM IN FATCHING MRS VALUES #############

कर+देख_1	try_2	verb	_try_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कर+देख_2	test_7	verb	_test_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कर+ला_1	effect_3	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कर+ला_1	effect_3	verb	_effect_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.accomplish_3,SOME PROBLEM IN FATCHING MRS VALUES #############

कर+ला_3	execute_3	verb	_execute_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
करके_1	doing_3	adv	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
करके_1	doing_3	adv	_do_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
करके_1	doing_3	adv	nominalization	LBL: h* ARG0: x* ARG1: h* 
क़रनाई_1	horn_1	noun	_horn_n_1	LBL: h* ARG0: x* 
क़रनाई_2	trumpet_1	noun	_trumpet_n_1	LBL: h* ARG0: x* 
करनी_1	misdemeanour_1	noun	_misdemeanour/NN_u_unknown	LBL: h* ARG0: x* 
करनी_2	prank_1	noun	_prank/NN_u_unknown	LBL: h* ARG0: x* 
करम_1	generosity_3	noun	_generosity_n_1	LBL: h* ARG0: x* 
करम_2	kindness_6	noun	_kindness_n_1	LBL: h* ARG0: x* 
करम_3	grace_3	noun	_grace_n_1	LBL: h* ARG0: x* 
करम_4	favour_8	noun	_favor_n_1	LBL: h* ARG0: x* 
करम_5	see_46	noun	_see_n_1	LBL: h* ARG0: x* 
करम_6	see_47	noun	_see_n_1	LBL: h* ARG0: x* 
करमकल्ला_1	cabbage_1	noun	_cabbage_n_1	LBL: h* ARG0: x* 
करमकल्ला_2	dwarfcabbage_1	noun	_dwarfcabbage/NN_u_unknown	LBL: h* ARG0: x* 
करवट+बदलना_1	friends_2	noun	_friend_n_1	LBL: h* ARG0: x* 
करवट_1	saw_6	noun	_saw_n_1	LBL: h* ARG0: x* 
करवर_1	distress_13	noun	_distress_n_1	LBL: h* ARG0: x* 
करवर_2	trouble_7	noun	_trouble_n_1	LBL: h* ARG0: x* 
करवर_3	disaster_9	noun	_disaster_n_1	LBL: h* ARG0: x* 
चौथ_1	f_49	noun	named	,CARG:_VALUES
करवा_1	effect_4	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
करवा_1	effect_4	verb	_effect_n_1	LBL: h* ARG0: x* 
करवार_1	sword_4	noun	_sword_n_1	LBL: h* ARG0: x* 
करवार_2	oar_1	noun	_oar_n_1	LBL: h* ARG0: x* 
करवार_3	paddle_1	noun	_paddle_n_1	LBL: h* ARG0: x* 
करवैया_1	causer_1	noun	_causer/NN_u_unknown	LBL: h* ARG0: x* 
करवैया_2	doer_1	noun	_doer/NN_u_unknown	LBL: h* ARG0: x* 
करष_1	Av_1	noun	_av_n_1	LBL: h* ARG0: x* 
करष_2	hostility_2	noun	_hostility_n_1	LBL: h* ARG0: x* 
करष_3	anger_10	noun	_anger_n_1	LBL: h* ARG0: x* 
करष_4	envy_6	noun	_envy_n_of	LBL: h* ARG0: x* ARG1: i* 
Oops!<class 'IndexError'>occurred.attracted_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.captivated_1,SOME PROBLEM IN FATCHING MRS VALUES #############

कराँत_1	saw_7	noun	_saw_n_1	LBL: h* ARG0: x* 
कराँती_1	sawyer_2	noun	named	,CARG:_VALUES
कराकुल_1	19c_6	noun	named	,CARG:_VALUES
करामत_1	pl_6	noun	_plural_n_1	LBL: h* ARG0: x* 
करामत_2	feat_3	noun	_feat_n_1	LBL: h* ARG0: x* 
करामाती_1	miraculous_1	adj	_miraculous_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.marvellous_2,SOME PROBLEM IN FATCHING MRS VALUES #############

करामाती_3	magician_4	noun	_magician_n_1	LBL: h* ARG0: x* 
करायल_1	resin_1	noun	_resin_n_1	LBL: h* ARG0: x* 
क़रार_1	permanence_3	noun	_permanence/NN_u_unknown	LBL: h* ARG0: x* 
क़रार_2	stability_2	noun	_stability_n_1	LBL: h* ARG0: x* 
क़रार_3	tenacity_1	noun	_tenacity_n_1	LBL: h* ARG0: x* 
क़रार_4	settlement_5	noun	_settlement_n_of	LBL: h* ARG0: x* ARG1: i* 
क़रार_5	determination_1	noun	_determination_n_of	LBL: h* ARG0: x* ARG1: i* 
क़रार_6	agreement_6	noun	_agreement_n_1	LBL: h* ARG0: x* 
क़रार_7	engagement_1	noun	_engagement_n_of	LBL: h* ARG0: x* ARG1: i* 
क़रार_8	rest_6	noun	_rest_n_1	LBL: h* ARG0: x* 
क़रार_9	peace_3	noun	_peace_n_1	LBL: h* ARG0: x* 
क़रार+दे_1	establish_4	verb	_establish_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
क़रार+दे_2	settle_3	verb	_settle_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
