	hn_wx	hn_utf	conc_eng	conc_hn	hn_ex
1838	paracI_1	परची_1	slip_12	कागज़ का कम चौड़ा और अधिक लंबा टुकड़ा जिस पर कुछ लिखा हो	"""उसने पर्चे पर आवश्यक वस्तुओं की एक सूची बनाई ।"""
1839	paraKA_1	परखा_1	proof_9	परखने या जाँचने का काम दूसरे से कराना	"""हम सोने के गहनों की शुद्धता सुनार से परखवाते हैं ।"""
1840	parakatA_1	परकटा_1	wing-clipped_1	जिसका पर अथवा पंख कटा हो	"""परकटा पक्षी उड़ नहीं पाता है ।"""
1841	paraMparAvAxa_1	परंपरावाद_1	traditionalism_2	यह विश्वास कि समाज के लिए रीति-रिवाज और परंपराएँ आधुनिक विचारों की अपेक्षा अधिक महत्वपूर्ण हैं	"""हमारे घर के सभी लोग परंपरावाद पर विश्वास करते हैं ।"""
1842	paraMparAvAxa_2	परंपरावाद_2	orthodoxy_2	यह विश्वास कि समाज के लिए रीति-रिवाज और परंपराएँ आधुनिक विचारों की अपेक्षा अधिक महत्वपूर्ण हैं	"""हमारे घर के सभी लोग परंपरावाद पर विश्वास करते हैं ।"""
1843	pAraNa_1	पारण_1	passage_2	धार्मिक उपवास के दूसरे दिन का पहला भोजन तथा तत्विषयक कृत्य	"""दादाजी एकादशी व्रत का पारण तुलसीदल से करते हैं ।"""
1844	pAraNa_1	पारण_1	passage_2	पार करने, जाने या होने की क्रिया या भाव	"""वे नदी पारण के लिए नाव ढूँढ रहे हैं ।"""
1845	pAraNa_1	पारण_1	passage_2	किसी को पार ले जाने की क्रिया या भाव	"""पारण के बाद उसने नाविक को कुछ पैसे दिए ।"""
1846	Para-Para_1	फर-फर_1	swiftly_4	किसी वस्तु के उड़ने या फड़फड़ाने से उत्पन्न शब्द	"""पंखे की हवा बढ़ने से काग़ज़ की फरफर भी बढ़ गई है ।"""
1847	Para-Para_1	फर-फर_1	swiftly_4	जो शुष्क हो और एक में सटा हुआ न हो	"""माँ ने फरफर चावल बनाया है ।"""
1848	Para-Para_2	फर-फर_2	frou-frou_1	किसी वस्तु के उड़ने या फड़फड़ाने से उत्पन्न शब्द	"""पंखे की हवा बढ़ने से काग़ज़ की फरफर भी बढ़ गई है ।"""
1849	Para-Para_2	फर-फर_2	frou-frou_1	जो शुष्क हो और एक में सटा हुआ न हो	"""माँ ने फरफर चावल बनाया है ।"""
1850	Para-Para_2	फर-फर_2	frou-frou_1	किसी वस्तु के उड़ने या फड़फड़ाने से उत्पन्न शब्द	"""पंखे की हवा बढ़ने से काग़ज़ की फरफर भी बढ़ गई है ।"""
1851	Para-Para_2	फर-फर_2	frou-frou_1	जो शुष्क हो और एक में सटा हुआ न हो	"""माँ ने फरफर चावल बनाया है ।"""
1852	parAsa_1	परास_1	range_9	उतनी दूरी जितनी कोई चलाई या फेंकी जाने वाली वस्तु उड़ते-उड़ते पार करती हो	"""इस बंदूक की गोली का परास कितना है ?"""
1853	parAsa_1	परास_1	range_9	उतना क्षेत्र जहाँ तक किसी क्रिया का प्रभाव या फल होता हो	"""ज्वालामुखी का परास कई किलोमीटर का था ।"""
1854	parAsa_1	परास_1	range_9	उतना स्थान जितने में कोई चीज पाई जाती हो	"""लक्षद्वीप में प्रवाल का विस्तृत परास है ।"""
1855	parasa_1	परस_1	touch_2	एक वस्तु के दूसरी वस्तु से सटने या छूने की क्रिया	"""मदारी बार-बार साँप को स्पर्श कर रहा था । / अम्ल के सम्पर्क में आने पर लिटमस पेपर लाल हो जाता है ।"""
1856	parATA_1	पराठा_1	paratha_1	आटे की या आटे में सब्जी भर कर, तवे पर घी या तेल से सेंक कर बनायी हुई तहदार गोल, चौकोर या त्रिकोण आकार की रोटी	"""माँ प्रतिदिन नाश्ते में पराठे बनाती है ।"""
1857	paravala_1	परवल_1	parval_1	एक प्रकार की बेल जिसके फल तरकारी के काम आते हैं	"""किसान परवल के खेत में कीटनाशक दवा का छिड़काव कर रहा है ।"""
1858	paravala_1	परवल_1	parval_1	एक लता से प्राप्त फल जिसकी तरकारी बनती है	"""माँ आज परवल की सब्जी बना रही है ।"""
1859	parAvixyA_1	पराविद्या_1	Spiritualism_2	परमार्थ का ज्ञान कराने वाली विद्या	"""वेद, उपनिषद आदि की विद्या परा-विद्या है ।"""
1860	parAvixyA_2	पराविद्या_2	Metaphysics_1	परमार्थ का ज्ञान कराने वाली विद्या	"""वेद, उपनिषद आदि की विद्या परा-विद्या है ।"""
1861	parAwa_1	परात_1	parat_1	थाली के आकार का बड़ा बर्तन	"""माँ रोटी बनाने के लिए परात में आटा सान रही है ।"""
1862	pariSIlana_1	परिशीलन_1	study_5	मननपूर्वक किया जाने वाला गंभीर अध्ययन	"""उसने अनेक ग्रंथों का परिशीलन किया ।"""
1863	pariSuxXawA_1	परिशुद्धता_1	precision_3	वह स्थिति जिसमें किसी प्रकार की अशुद्धि न हो	"""पर्यावरण की परिशुद्धि के लिए हवन किया जाता है ।"""
1864	pariXAna_1	परिधान_1	clothes_3	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
1865	pariXAna_2	परिधान_2	clothing_4	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
1866	pariXAna_3	परिधान_3	cladding_2	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
1867	paSupAlaka_1	पशुपालक_1	cattle-breeder_2	वह जो पशु पालता या रखता हो	"""पशुपालक अपने पशुओं की देख-रेख में ही व्यस्त रहता है ।"""
1868	paSupAlaka_1	पशुपालक_1	cattle-breeder_2	वह जो पशु पालता या रखता हो	"""पशुपालक अपने पशुओं की देख-रेख में ही व्यस्त रहता है ।"""
1869	Pata_1	फट_1	burst_2	किसी पतली और हल्की वस्तु के गिरने का शब्द	"""पुस्तक के मेज़ पर से गिरते ही फट की आवाज़ हुई ।"""
1870	Pata_3	फट_3	crack_14	किसी पतली और हल्की वस्तु के गिरने का शब्द	"""पुस्तक के मेज़ पर से गिरते ही फट की आवाज़ हुई ।"""
1871	Pata_4	फट_4	tatter_3	किसी पतली और हल्की वस्तु के गिरने का शब्द	"""पुस्तक के मेज़ पर से गिरते ही फट की आवाज़ हुई ।"""
1872	pATaBexa_1	पाठभेद_1	variant_1	एक ही पुस्तक की दो या दो से अधिक प्रतियों के लेख में किसी विशेष स्थल पर भिन्न शब्द, क्रम या वाक्य होने की क्रिया या अवस्था	"""मेरी विज्ञान की पुस्तक में कई जगह पाठ्यांतर है ।"""
1873	Pataka_1	फटक_1	winnow_3	कपड़ा पटक-पटककर साफ़ करना	"""सीता चादर फटकार रही है ।"""
1874	Pataka_1	फटक_1	winnow_3	सूप में अन्न आदि रखकर उसे उछालते हुए साफ़ करना	"""गेहूँ को पिसाने से पहले फटकते हैं ।"""
1875	Pataka_1	फटक_1	winnow_3	कपड़े आदि को हवा में झटकने की क्रिया या भाव	"""धोती को फटकने के बाद ही सुखाना चाहिए ताकि उसमें सिलवट न रहे ।"""
1876	Pataka_1	फटक_1	winnow_3	गुलेल का फीता	"""गुलेल को बहुत मत तानो नहीं तो फटकना टूट जाएगा ।"""
1877	Pataka_1	फटक_1	winnow_3	सूप में अन्न आदि रखकर उसे उछालते हुए साफ़ करने की क्रिया	"""फटकने के बाद ही गेहूँ को पिसाना चाहिए ।"""
1878	Pataka_1	फटक_1	winnow_3	कपड़े आदि को धोने या साफ़ करने के लिए किसी सतह पर पटकने की क्रिया	"""उसने चादरों को फटकने के बाद खंगाल लिए ।"""
1879	Patakana_1	फटकन_1	chaff_1	किसी वस्तु आदि को फटकने पर अलग निकला हुआ उसका अंश	"""गेहूँ फटकने के बाद माँ फटकन को एकत्र कर रही है ।"""
1880	Patakana_1	फटकन_1	chaff_1	कपड़े आदि को हवा में झटकने की क्रिया या भाव	"""धोती को फटकने के बाद ही सुखाना चाहिए ताकि उसमें सिलवट न रहे ।"""
1881	Patakana_1	फटकन_1	chaff_1	कपड़े आदि को धोने या साफ़ करने के लिए किसी सतह पर पटकने की क्रिया	"""उसने चादरों को फटकने के बाद खंगाल लिए ।"""
1882	pAtana_1	पाटन_1	city_4	पाटने या बराबर करने की क्रिया या भाव	"""मज़दूरों ने खेत की पटाई ठीक से नहीं की ।"""
1883	pAtana_1	पाटन_1	city_4	छत आदि जो पाटकर बनाई जाती है	"""चोर सीढ़ी लगाकर पाटन पर चढ़ गया ।"""
1884	pAtana_1	पाटन_1	city_4	भारत के गुजरात राज्य का एक जिला	"""पाटन जिले का मुख्यालय पाटन शहर में है ।"""
1885	pAtana_1	पाटन_1	city_4	भारत के गुजरात राज्य का एक शहर	"""वे पाटन में नौकरी करते हैं ।"""
1886	pAtana_2	पाटन_2	roof_2	पाटने या बराबर करने की क्रिया या भाव	"""मज़दूरों ने खेत की पटाई ठीक से नहीं की ।"""
1887	pAtana_2	पाटन_2	roof_2	छत आदि जो पाटकर बनाई जाती है	"""चोर सीढ़ी लगाकर पाटन पर चढ़ गया ।"""
1888	pAtana_2	पाटन_2	roof_2	भारत के गुजरात राज्य का एक जिला	"""पाटन जिले का मुख्यालय पाटन शहर में है ।"""
1889	pAtana_2	पाटन_2	roof_2	भारत के गुजरात राज्य का एक शहर	"""वे पाटन में नौकरी करते हैं ।"""
1890	pATAnwara_1	पाठान्तर_1	version_1	एक ही पुस्तक की दो या दो से अधिक प्रतियों के लेख में किसी विशेष स्थल पर भिन्न शब्द, क्रम या वाक्य होने की क्रिया या अवस्था	"""मेरी विज्ञान की पुस्तक में कई जगह पाठ्यांतर है ।"""
1891	patAva_1	पटाव_1	covering_7	पाटने या बराबर करने की क्रिया या भाव	"""मज़दूरों ने खेत की पटाई ठीक से नहीं की ।"""
1892	patAva_1	पटाव_1	covering_7	छत आदि जो पाटकर बनाई जाती है	"""चोर सीढ़ी लगाकर पाटन पर चढ़ गया ।"""
1893	patAva_2	पटाव_2	roofing_1	पाटने या बराबर करने की क्रिया या भाव	"""मज़दूरों ने खेत की पटाई ठीक से नहीं की ।"""
1894	patAva_2	पटाव_2	roofing_1	छत आदि जो पाटकर बनाई जाती है	"""चोर सीढ़ी लगाकर पाटन पर चढ़ गया ।"""
1895	patAva_2	पटाव_2	roofing_1	पाटने या बराबर करने की क्रिया या भाव	"""मज़दूरों ने खेत की पटाई ठीक से नहीं की ।"""
1896	patAva_2	पटाव_2	roofing_1	छत आदि जो पाटकर बनाई जाती है	"""चोर सीढ़ी लगाकर पाटन पर चढ़ गया ।"""
1897	patavArI_1	पटवारी_1	patwari_1	वह सरकारी कर्मचारी जो गाँव की ज़मीन, उपज और लगान आदि का हिसाब-किताब रखता है	"""लगान वसूलने के लिए आज पटवारी हमारे गाँव आने वाले हैं ।"""
1898	pAtI_1	पाटी_1	g_18	लकड़ी का गोल, चिपटा अथवा चौकोर पतला बल्ला जो खाट की लंबाई, चौड़ाई के बल में दोनों ओर रहता है	"""इस पंलग की पाटी बहुत मज़बूत है ।"""
1899	pAtI_1	पाटी_1	g_18	वह केश सज्जा जिसमें सिर की माँग के दोनों ओर के बालों को कंघी से झाड़कर बैठा दिया जाता है	"""शीला अपने बालों को पट्टी का रूप दे रही है ।"""
1900	paTiwa_1	पठित_1	read_2	जो पढ़ा हुआ हो या जिसे पढ़ चुके हों	"""यह पठित पद्यांश दिनकर की कविता कुरुक्षेत्र से ली गई है ।"""
1901	paTiwa_2	पठित_2	studied_1	जो पढ़ा हुआ हो या जिसे पढ़ चुके हों	"""यह पठित पद्यांश दिनकर की कविता कुरुक्षेत्र से ली गई है ।"""
1902	paTiwa_3	पठित_3	scholarly_2	जो पढ़ा हुआ हो या जिसे पढ़ चुके हों	"""यह पठित पद्यांश दिनकर की कविता कुरुक्षेत्र से ली गई है ।"""
1903	PattA_1	फट्टा_1	plank_3	चीरकर बनाई हुई बाँस की पतली चपटी छड़	"""वह फट्टे से टाट छा रहा है ।"""
1904	pawaMgabAjZa_1	पतंगबाज़_1	kite-flier_1	वह जो अक्सर पतंग उड़ाता हो	"""कई पतंगबाज मैदान में पतंग उड़ा रहे हैं ।"""
1905	pawaMgabAjZa_1	पतंगबाज़_1	kite-flier_1	वह जो अक्सर पतंग उड़ाता हो	"""कई पतंगबाज मैदान में पतंग उड़ा रहे हैं ।"""
1906	paWarAva_1	पथराव_1	stoning_1	पत्थर मारने की क्रिया	"""नेता का भाषण सुनकर लोग उन पर पथराव करने लगे ।"""
1907	paWarAva_1	पथराव_1	stoning_1	पत्थर मारने की क्रिया	"""नेता का भाषण सुनकर लोग उन पर पथराव करने लगे ।"""
1908	pawrA_1	पत्रा_1	altmanac_1	वह पुस्तिका जिसमें ज्योतिष के अनुसार किसी संवत् के वार,तिथि,नक्षत्र,योग और करण ब्योरेवार लिखे रहते हैं	"""पंडितजी पंचांग देखकर विवाह का मुहूर्त निकालेंगे ।"""
1909	pawrI_1	पत्री_1	horoscope_3	वह पुस्तिका जिसमें ज्योतिष के अनुसार किसी संवत् के वार,तिथि,नक्षत्र,योग और करण ब्योरेवार लिखे रहते हैं	"""पंडितजी पंचांग देखकर विवाह का मुहूर्त निकालेंगे ।"""
1910	pawWarabAjZI_1	पत्थरबाज़ी_1	stone-throwing_1	पत्थर फेंकने की क्रिया	"""आंदोलनकारियों द्वारा पत्थरबाजी करने से दो सिपाही घायल हो गए ।"""
1911	pawWarabAjZI_1	पत्थरबाज़ी_1	stone-throwing_1	पत्थर फेंकने की क्रिया	"""आंदोलनकारियों द्वारा पत्थरबाजी करने से दो सिपाही घायल हो गए ।"""
1912	pawWarabAjZI_1	पत्थरबाज़ी_1	stone-throwing_1	पत्थर फेंकने की क्रिया	"""आंदोलनकारियों द्वारा पत्थरबाजी करने से दो सिपाही घायल हो गए ।"""
1913	paxAvalI_1	पदावली_1	expression_6	पदों का संग्रह	"""मीरा की पदावली में बहुत अच्छे-अच्छे भजन हैं ।"""
1914	paxAvalI_2	पदावली_2	diction_1	पदों का संग्रह	"""मीरा की पदावली में बहुत अच्छे-अच्छे भजन हैं ।"""
1915	paxayAwrA_1	पदयात्रा_1	hike_1	किसी विशेष उद्देश्य (विशेषकर राजनैतिक या धार्मिक) से पैदल की जानेवाली यात्रा	"""ईसवी सन् उन्नीस सौ तैंतीस-चौंतीस में गाँधी जी ने अस्पृश्यता के खिलाफ पूरे देश में पदयात्रा की थी । / मैंने देवी मंदिर तक पदयात्रा की ।"""
1916	paxminI_1	पद्मिनी_1	lotus_4	मादा हाथी	"""शिकारियों से अपने बच्चे को छुड़ाने के लिए हथिनी उन पर टूट पड़ी ।"""
1917	paxminI_1	पद्मिनी_1	lotus_4	वह सरोवर या ताल जिसमें कमलों की बहुतायत हो	"""पद्माकर के समीप ही एक ऋषि का आश्रम है ।"""
1918	paxminI_1	पद्मिनी_1	lotus_4	कोकशास्त्र के अनुसार स्त्रियों की चार जातियों में से सर्वोत्तम जाति	"""पद्मिनी स्त्री अत्यंत कोमलांगी, सुशीला, रूपवती और पतिव्रता होती है ।"""
1919	paxminI_1	पद्मिनी_1	lotus_4	कमल की डंडी जिस पर फूल रहता है	"""कमल नाल पोला और नरम होता है ।"""
1920	paxminI_1	पद्मिनी_1	lotus_4	कमल समूह	"""उसने अरविंदिनी में से एक-एक अरविंद सभी देवताओं को अर्पित किया ।"""
1921	paxminI_1	पद्मिनी_1	lotus_4	कमल का छोटा पौधा	"""यह कमलिनी तुम्हें कहाँ से मिली ।"""
1922	pAyasa_1	पायस_1	emulsion_1	दूध में चावल, दलिया, रवा आदि पकाकर बनाया हुआ मिष्ठान्न	"""मुझे खीर बहुत पसंद है ।"""
1923	pazcaraMgA_1	पँचरंगा_1	five-coloured_1	पाँच रंगों से मिलकर बना हुआ	"""पँचरंगी पतंग आकाश में उड़ती हुई अच्छी लग रही है ।"""
1924	pAzvapoSa_1	पाँवपोश_1	foot-rug_1	तारों,रेशों आदि की बनी वह वस्तु जिस पर पैर पोछे जाते हैं	"""बाज़ार में नारियल के रेशों तथा रबड़ के बने पैरपोश आसानी से मिल जाते हैं ।"""
1925	pAzvapoSa_1	पाँवपोश_1	foot-rug_1	तारों,रेशों आदि की बनी वह वस्तु जिस पर पैर पोछे जाते हैं	"""बाज़ार में नारियल के रेशों तथा रबड़ के बने पैरपोश आसानी से मिल जाते हैं ।"""
1926	pAzyacA_1	पाँयचा_1	leg_9	पायजामे, सलवार आदि का वह निचला भाग जो टखने के पास होता है तथा अंदर की ओर मोड़कर सिला रहता है	"""दरज़ी पाँयचे की सिलाई कर रहा है ।"""
1927	pAzyacA_1	पाँयचा_1	leg_9	बिछौने या चारपाई का वह सिरा जिधर पैर रखते हैं	"""कहते हैं कि सोते समय दक्षिण दिशा में पाँयता नहीं होना चाहिए ।"""
1928	pAzyacA_1	पाँयचा_1	leg_9	पाजामे आदि का वह भाग जिसमें टाँगे रहती हैं या जिससे जाँघ से टखने तक का अंग ढका रहता है	"""दर्जी ने इस पाजामे की मोहरी बहुत पतली सी दी है ।"""
1929	pAzyacA_1	पाँयचा_1	leg_9	पाखानों आदि में बना हुआ वह ऊँचा स्थान जिस पर पैर रखकर शौच के लिए बैठते हैं	"""ये पाँयचे जमीन की सतह से बहुत ऊँचे हैं ।"""
1930	pedZA_1	पेड़ा_1	pera_1	एक मिठाई जो खोवे और शक्कर आदि के योग से बनती है और इसका आकार गोल और चिपटा होता है	"""माँ ने घर पर ही पेड़े बनाये हैं ।"""
1931	pEkeja_1	पैकेज_1	package_6	ऐसा प्रस्ताव जिसमें कई चीज़ें होती हैं और उनमें से हर एक को स्वीकार करना आवश्यक होता है	"""आजकल टूर पैकेज, हॉलिडे पैकेज, हेल्थ पैकेज आदि क़ाफी प्रचलन में हैं ।"""
1932	peMga_1	पेंग_1	swing_11	झूलने के समय झूले की एक ओर से दूसरी ओर जाने की क्रिया	"""झूला बहुत ऊँची पेंग ले रहा है ।"""
1933	peSavA_1	पेशवा_1	leader_4	महाराष्ट्र साम्राज्य के प्रधान मंत्रियों की एक उपाधि	"""कई मराठों को पेशवा से नवाजा गया ।"""
1934	peSavA_1	पेशवा_1	leader_4	वह व्यक्ति जिसे पेशवा की उपाधि मिली हो	"""एक समय में पेशवा ही शासक बन बैठे ।"""
1935	peSavA_2	पेशवा_2	chief_7	महाराष्ट्र साम्राज्य के प्रधान मंत्रियों की एक उपाधि	"""कई मराठों को पेशवा से नवाजा गया ।"""
1936	peSavA_2	पेशवा_2	chief_7	वह व्यक्ति जिसे पेशवा की उपाधि मिली हो	"""एक समय में पेशवा ही शासक बन बैठे ।"""
1937	petIkota_1	पेटीकोट_1	petticoat_2	घाघरे की तरह का एक स्त्री पहनावा	"""औरतें साड़ी के नीचे साया पहनती हैं ।"""
1938	piCadZApana_1	पिछड़ापन_1	backwardness_1	पिछड़े होने की अवस्था या भाव	"""गाँवों में अभी भी पिछड़ापन दिखाई पड़ता है ।"""
1939	piMdA_1	पिंडा_1	body_9	पके हुए अन्न या उसके चूर्ण आदि का गोल लौंदा जो श्राद्ध में पितरों के नाम पर दिया जाता है	"""उसने पितरों के लिए पिंड बनाकर कौओं के खाने के लिए रख दिया ।"""
1940	piMdA_2	पिंडा_2	ball_7	पके हुए अन्न या उसके चूर्ण आदि का गोल लौंदा जो श्राद्ध में पितरों के नाम पर दिया जाता है	"""उसने पितरों के लिए पिंड बनाकर कौओं के खाने के लिए रख दिया ।"""
1941	pina_1	पिन_1	pin_3	एक घुंडीदार सुई जिससे कागज़ आदि के टुकड़े जोड़ते या नत्थी करते हैं	"""मैंने एक डिब्बा आलपिनें खरीदीं ।"""
1942	pinakI_1	पिनकी_1	irritative_1	वह अफीमची जो अफीम के नशे के कारण पिनक ले रहा हो	"""पिनकी पिनक लेते-लेते जमीन पर ही सो गया ।"""
1943	pIsa_1	पीस_1	grind_1	बना बनाया उतना कपड़ा जिसमें कोई वस्त्र या पोशाक तैयार हो जाए	"""शीला ने बाजार से ब्लाउज का एक पीस खरीदा ।"""
1944	pIsa_3	पीस_3	powder_9	बना बनाया उतना कपड़ा जिसमें कोई वस्त्र या पोशाक तैयार हो जाए	"""शीला ने बाजार से ब्लाउज का एक पीस खरीदा ।"""
1945	pIsa_4	पीस_4	mill_4	बना बनाया उतना कपड़ा जिसमें कोई वस्त्र या पोशाक तैयार हो जाए	"""शीला ने बाजार से ब्लाउज का एक पीस खरीदा ।"""
1946	pIsa_5	पीस_5	exploit_3	बना बनाया उतना कपड़ा जिसमें कोई वस्त्र या पोशाक तैयार हो जाए	"""शीला ने बाजार से ब्लाउज का एक पीस खरीदा ।"""
1947	PisaddI_1	फिसड्डी_1	sluggish_3	प्रतियोगिता,प्रयत्न आदि में सबसे पिछड़ा हुआ	"""वह मेरे कक्षा का फिसड्डी छात्र है ।"""
1948	PisaddI_2	फिसड्डी_2	slothful_5	प्रतियोगिता,प्रयत्न आदि में सबसे पिछड़ा हुआ	"""वह मेरे कक्षा का फिसड्डी छात्र है ।"""
1949	PisaddI_3	फिसड्डी_3	backward_2	प्रतियोगिता,प्रयत्न आदि में सबसे पिछड़ा हुआ	"""वह मेरे कक्षा का फिसड्डी छात्र है ।"""
1950	pisAnA_1	पिसाना_1	flour_3	पीसने का काम दूसरे से कराना	"""हर रविवार सुरेश गेहूँ पिसवाता है ।"""
1951	pisAnA_1	पिसाना_1	flour_3	सिल पर पीसने या बटने का काम किसी और से कराना	"""स्मिता नौकरानी से चटनी पिसवा रही है ।"""
1952	pisAnA_1	पिसाना_1	flour_3	बटने का काम हो जाना	"""मसाला पिसा गया है ।"""
1953	piwwahara_1	पित्तहर_1	antibilious_2	गंडदूर्वा या गाँडर नाम की घास की प्रसिद्ध सुगंधित जड़	"""खस का प्रयोग कूलर में होता है ।"""
1954	popalIlA_1	पोपलीला_1	hypocrisy_7	कथित धर्माचार्यों के आडंबर तथा सीधे-साधे धर्मनिष्ठ लोगों को अपने जाल में फँसाने का कार्य	"""पोपलीला के कारण धर्माचार्यों पर से लोगों का विश्वास उठता जा रहा है ।"""
1955	pOrI_1	पौरी_1	door_3	भारत के उत्तराखंड प्रांत का एक जिला	"""पौड़ी गढ़वाल जिले का मुख्यालय पौड़ी शहर में है ।"""
1956	pOrI_1	पौरी_1	door_3	भारत के उत्तराखंड प्रांत का एक शहर	"""पौड़ी के निवासी पौड़ी का विकास चाहते हैं ।"""
1957	pOrI_2	पौरी_2	portico_1	भारत के उत्तराखंड प्रांत का एक जिला	"""पौड़ी गढ़वाल जिले का मुख्यालय पौड़ी शहर में है ।"""
1958	pOrI_2	पौरी_2	portico_1	भारत के उत्तराखंड प्रांत का एक शहर	"""पौड़ी के निवासी पौड़ी का विकास चाहते हैं ।"""
1959	pOrohiwya_1	पौरोहित्य_1	priesthood_1	पुरोहित का काम	"""रमाशंकरजी पुरोहिती द्वारा अपने परिवार का भरण-पोषण करते हैं ।"""
1960	poSAka_1	पोशाक_1	clothes_4	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
1961	poSAka_2	पोशाक_2	dress_4	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
1962	poSAka_3	पोशाक_3	attire_2	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
1963	poSAka_4	पोशाक_4	raiment_1	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
1964	poSAka_5	पोशाक_5	accoutrements_1	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
1965	poWI_1	पोथी_1	book_4	धार्मिक विषय की, विशेषकर छोटे पन्नों की पुस्तक	"""दादाजी प्रतिदिन गुरुचरित्र की पोथी पढ़ते हैं ।"""
1966	pOwra_1	पौत्र_1	grandson_4	बेटे का बेटा	"""रामचन्द्र का पोता एक कुशल वक्ता है ।"""
1967	pqWu_1	पृथु_1	wide_3	एक सूर्यवंशीय राजा	"""पृथु राम के पूर्वज थे ।"""
1968	pqWu_2	पृथु_2	large_4	एक सूर्यवंशीय राजा	"""पृथु राम के पूर्वज थे ।"""
1969	pqWu_3	पृथु_3	expensive_2	एक सूर्यवंशीय राजा	"""पृथु राम के पूर्वज थे ।"""
1970	pqWu_4	पृथु_4	spacious_2	एक सूर्यवंशीय राजा	"""पृथु राम के पूर्वज थे ।"""
1971	pqWu_5	पृथु_5	copious_1	एक सूर्यवंशीय राजा	"""पृथु राम के पूर्वज थे ।"""
1972	pracAriwa_1	प्रचारित_1	propagated_1	जिसका प्रचार किया गया हो	"""नेताओं द्वारा प्रचारित बातें सत्य नहीं हैं ।"""
1973	pracAriwa_2	प्रचारित_2	publicised_1	जिसका प्रचार किया गया हो	"""नेताओं द्वारा प्रचारित बातें सत्य नहीं हैं ।"""
1974	pracAriwa_3	प्रचारित_3	circulated_1	जिसका प्रचार किया गया हो	"""नेताओं द्वारा प्रचारित बातें सत्य नहीं हैं ।"""
1975	prakRipwa_1	प्रक्षिप्त_1	projected_3	जिसका प्रक्षेपण हुआ हो	"""प्रक्षेपित उपग्रह से अब संकेत मिलने लगे हैं ।"""
1976	prakRipwa_1	प्रक्षिप्त_1	projected_3	बाद में या पीछे से जोड़ा, अलग से, ऊपर से या बाहर से लाकर बढ़ाया या मिलाया हुआ	"""तुकाराम की गाथा में कुछ रचनाएँ प्रक्षिप्त हैं ।"""
1977	prakRipwa_2	प्रक्षिप्त_2	thrown_3	जिसका प्रक्षेपण हुआ हो	"""प्रक्षेपित उपग्रह से अब संकेत मिलने लगे हैं ।"""
1978	prakRipwa_2	प्रक्षिप्त_2	thrown_3	बाद में या पीछे से जोड़ा, अलग से, ऊपर से या बाहर से लाकर बढ़ाया या मिलाया हुआ	"""तुकाराम की गाथा में कुछ रचनाएँ प्रक्षिप्त हैं ।"""
1979	prakRipwa_3	प्रक्षिप्त_3	interpolated_2	जिसका प्रक्षेपण हुआ हो	"""प्रक्षेपित उपग्रह से अब संकेत मिलने लगे हैं ।"""
1980	prakRipwa_3	प्रक्षिप्त_3	interpolated_2	बाद में या पीछे से जोड़ा, अलग से, ऊपर से या बाहर से लाकर बढ़ाया या मिलाया हुआ	"""तुकाराम की गाथा में कुछ रचनाएँ प्रक्षिप्त हैं ।"""
1981	prakRipwa_3	प्रक्षिप्त_3	interpolated_2	जिसका प्रक्षेपण हुआ हो	"""प्रक्षेपित उपग्रह से अब संकेत मिलने लगे हैं ।"""
1982	prakRipwa_3	प्रक्षिप्त_3	interpolated_2	बाद में या पीछे से जोड़ा, अलग से, ऊपर से या बाहर से लाकर बढ़ाया या मिलाया हुआ	"""तुकाराम की गाथा में कुछ रचनाएँ प्रक्षिप्त हैं ।"""
1983	prANAhuwi_1	प्राणाहुति_1	martyrdom_1	प्राणों की आहुति	"""देश के कितेने कर्मठ सपूतों की प्राणाहुति के पश्चात भारत स्वतंत्र हुआ ।"""
1984	prANAhuwi_1	प्राणाहुति_1	martyrdom_1	पाँचों प्राणों को पाँच ग्रासों के रूप में दी जाने वाली आहुति	"""दादाजी प्राणाहुती देकर ही खाना खाते हैं ।"""
1985	praNAma_1	प्रणाम_1	abandoning_3	पैर छूकर आदरपूर्वक अभिवादन करने की क्रिया	"""उसने गुरुजी को प्रणाम किया ।"""
1986	praNAma_1	प्रणाम_1	abandoning_3	पैर छूकर आदरपूर्वक अभिवादन करने की क्रिया	"""उसने गुरुजी को प्रणाम किया ।"""
1987	praNAma_2	प्रणाम_2	evidence_3	पैर छूकर आदरपूर्वक अभिवादन करने की क्रिया	"""उसने गुरुजी को प्रणाम किया ।"""
1988	praNAma_3	प्रणाम_3	proof_3	पैर छूकर आदरपूर्वक अभिवादन करने की क्रिया	"""उसने गुरुजी को प्रणाम किया ।"""
