	eng_word
3839	importing
3840	importnace
3841	importunate
3842	importunity
3843	imposed
3844	imposingness
3845	impostorous
3846	imposture
3847	impounded
3848	impractical
3849	imprecated
3850	imprecation
3851	impregnability
3852	impregnate
3853	impregnated
3854	impregnation
3855	impressed
3856	impressionist
3857	impressive
3858	impressively
3859	impricate
3860	imprinted
3861	imprison
3862	improbability
3863	improbably
3864	impromptu
3865	impropriety
3866	improved
3867	imprudence
3868	impudence
3869	impudent
3870	impudently
3871	impunity
3872	imputation
3873	impute
3874	inability
3875	inaccesible
3876	inaccessible
3877	inadequate
3878	inadmissible
3879	inadvantageous
3880	inaesthetic
3881	inalienable
3882	inamorato
3883	inanimation
3884	inapparent
3885	inappreciable
3886	inappropriate
3887	inaugurate
3888	inauspiciousness
3889	inauthentic
3890	inauthenticity
3891	inborn
3892	incandescence
3893	incandescent
3894	incantational
3895	incantatory
3896	incapability
3897	incapable
3898	incapacity
3899	incarceration
3900	incarnated
3901	incarnation
3902	incense-stick
3903	incensing
3904	incensory
3905	incessant
3906	incessantly
3907	incest
3908	incidence
3909	incinerate
3910	incision
3911	incite
3912	incivil
3913	incivility
3914	included
3915	including
3916	inclusive
3917	incohabitability
3918	incohabitable
3919	incoherence
3920	income-tax
3921	incoming
3922	incommensurable
3923	incompact
3924	incomparable
3925	incompatibility
3926	incompatible
3927	incompetence
3928	incomprehensive
3929	incongruous
3930	inconquerable
3931	inconsiderate
3932	inconsiderately
3933	inconsiderateness
3934	inconsistency
3935	inconsistent
3936	inconstancy
3937	inconstant
3938	incoordination
3939	incorporation
3940	incorporeal
3941	incorrectness
3942	increased
3943	increasingly
3944	incriminating
3945	incrimination
3946	incriminator
3947	incriminatory
3948	incubus
3949	incur
3950	incursion
3951	ind
3952	ind.
3953	indebted
3954	indecision
3955	indecisive
3956	indecisiveness
3957	indeclinable
3958	indeeency
3959	indefiniteness
3960	indelicious
3961	indemnity
3962	indentation
3963	independent-minded
3964	indicated
3965	indicating
3966	indication
3967	indices
3968	indict
3969	indictment
3970	indigence
3971	indigestible
3972	indignation
3973	indignity
3974	indirectly
3975	indirectness
3976	indisciplined
3977	indiscreet
3978	indiscreetly
3979	indiscretion
3980	indiscriminate
3981	indiscriminately
3982	indispensable
3983	indispensation
3984	indispensible
3985	indisposition
3986	indisputable
3987	indisputably
3988	individualisation
3989	individualism
3990	individualist
3991	individuality
3992	individualize
3993	indivisibility
3994	indoor
3995	induce
3996	induced
3997	inducement
3998	induction
3999	inductive
4000	indulge
4001	industrialism
4002	industrialize
4003	inebrient
4004	ineffaceable
4005	inefficacious
4006	inefficient
4007	inequality
4008	inequity
4009	inertia
4010	inertness
4011	inevitability
4012	inexposed
4013	inextensible
4014	infancy
4015	infanticide
4016	infantilism
4017	infantility
4018	infatuation
4019	infectious
4020	infer
4021	inferable
4022	inference
4023	inferred
4024	infertility
4025	infestation
4026	infiltrator
4027	inflammatory
4028	inflated
4029	inflexibility
4030	influenced
4031	influx
4032	informality
4033	informed
4034	informing
4035	infraction
4036	infrangible
4037	infructuous
4038	infuse
4039	ingenious
4040	ingeniousness
4041	ingenuity
4042	ingestion
4043	ingress
4044	ingression
4045	inhabitation
4046	inhabited
4047	inhabiting
4048	inhale
4049	inharmonious
4050	inherit
4051	inheritance
4052	inhesitant
4053	inhibitive
4054	inhospitable
4055	initials
4056	initiated
4057	initiatory
4058	injection
4059	injudicious
4060	injudiciousness
4061	injunction
4062	injured
4063	injurer
4064	inkling
4065	inkport
4066	inlaid
4067	inland
4068	inlay
4069	inlaying
4070	innate
4071	innovate
4072	innovator
4073	innuendo
4074	inoculate
4075	inoperative
4076	inopportune
4077	inorganic
4078	input
4079	inquisitive
4080	inquisitiveness
4081	insalubrious
4082	insane
4083	insecticide
4084	insecure
4085	insensibility
4086	insensitive
4087	insert
4088	insertion
4089	insetting
4090	insidious
4091	insignificance
4092	insinuate
4093	insinuation
4094	insipidity
4095	insistence
4096	insistent
4097	insistingly
4098	insolence
4099	insolent
4100	insolvable
4101	insolvency
4102	insomnolent
4103	insouciance
4104	inspected
4105	inspection
4106	inspectorate
4107	inspired
4108	instal
4109	installed
4110	instantaneous
4111	instaying
4112	instep
4113	instigation
4114	instinctively
4115	instituted
4116	institutionalize
4117	instructioned
4118	instrumental
4119	instrumentation
4120	insubordinate
4121	insubordination
4122	insulate
4123	insulted
4124	insulting
4125	insuperable
4126	insured
4127	insurer
4128	insurgency
4129	insurmountable
4130	int.
4131	intact
4132	intake
4133	intangible
4134	integrate
4135	integration
4136	intellectualism
4137	intellectualist
4138	intellectuality
4139	intelligent
4140	intelligibility
4141	intemperate
4142	intensely
4143	intensive
4144	intention
4145	interaction
4146	interactionism
4147	intercede
4148	intercept
4149	interchangeable
4150	interconnect
4151	intercourse
4152	interdependent
4153	interested
4154	interestedness
4155	interferer
4156	intergovernmental
4157	intergrade
4158	interiority
4159	interkinesis
4160	interlock
4161	interlude
4162	intermission
4163	intermittence
4164	intermittent
4165	intermixed
4166	internally
4167	internationalism
4168	internecine
4169	interned
4170	internee
4171	interpellant
4172	interpellation
4173	interpolated
4174	interpolation
4175	interpretation
4176	interpreter
4177	interrelate
4178	interrogatives
4179	interrogator
4180	interrogatories
4181	interrupted
4182	intersect
4183	intersected
4184	intersperse
4185	intertwine
4186	intertwined
4187	intervisible
4188	interweave
4189	interwoven
4190	intestines
4191	intimated
4192	intimation
4193	intimidating
4194	intimidation
4195	intolerably
4196	intonation
4197	intoxicatedness
4198	intoxicating
4199	intoxicative
4200	intra
4201	intractability
4202	intractable
4203	intransigence
4204	intravenous
4205	intrepid
4206	intrepidness
4207	intricacy
4208	intrinsic
4209	introduced
4210	introductory
4211	introgression
4212	introspection
4213	introversive
4214	introvertive
4215	intrusive
4216	intuit
4217	intuitional
4218	intuitionism
4219	intuitionistic
4220	intuitive
4221	invaded
4222	invader
4223	invalid
4224	invalidate
4225	invalidated
4226	invalidation
4227	invarable
4228	inventive
4229	inventory
4230	inverted
4231	investigated
4232	invigilated
4233	invigilation
4234	invigilator
4235	inviolate
4236	invited
4237	invocation
4238	invoice-holder
4239	invulnerable
4240	inwardly
4241	iota
4242	irascibility
4243	irate
4244	irk
4245	ironic
4246	ironically
4247	irons
4248	ironstone
4249	ironworks
4250	irrational
4251	irreconcilable
4252	irregularly
4253	irrelevance
4254	irrelevancy
4255	irrelevant
4256	irrelevantly
4257	irreligious
4258	irremediable
4259	irrepresible
4260	irrepudiated
4261	irresistible
4262	irresolvable
4263	irrevocable
4264	irrigated
4265	irritate
4266	irritative
4267	ischuria
4268	isogamete
4269	isolate
4270	isolated
4271	isolatedness
4272	isolation
4273	isothermal
4274	isotropic
4275	isotropy
4276	issued
4277	issueless
4278	italian
4279	italy
4280	iterview
4281	ivory
4282	ivy
4283	jIviwva
4284	jIwI
4285	jZAbwA
4286	jabble
4287	jaded
4288	jag
4289	jagged
4290	jaghir
4291	jaghirdar
4292	jail
4293	jamadar
4294	jambo
4295	jammed
4296	janet
4297	january
4298	jargon
4299	javelin
4300	javelin-bearer
4301	jaw-breaking
4302	jaw-tooth
4303	jealousness
4304	jerky
4305	jester
4306	jesting
4307	jetty
4308	jib
4309	jingled
4310	jingling
4311	jinnee
4312	jobbery
4313	jobbing
4314	jockey
4315	jocose
4316	jocular
4317	jocundity
4318	jog
4319	joined
4320	joining
4321	jointer
4322	joist
4323	jostle
4324	jostling
4325	journalese
4326	journalist
4327	judged
4328	judgeship
4329	judging
4330	judgment/decree
4331	judicious
4332	jugglery
4333	juice
4334	juiciness
4335	jumble
4336	jumper
4337	juncture
4338	jungle
4339	junior
4340	juniority
4341	junk-house
4342	junk-store
4343	jupiter
4344	jurisdiction
4345	jurisprudent
4346	juror
4347	justifiably
4348	justify
4349	justly
4350	juxtaposition
4351	karaoke
4352	ke
4353	keeper
4354	keepsake
4355	keg
4356	ken
4357	kennel
4358	keynote
4359	khallasi
4360	khichri
4361	khir
4362	khud
4363	kicked
4364	killed
4365	killer
4366	kilolitre
4367	kilowatt
4368	kinds
4369	kinesis
4370	kinesthesis
4371	kinsman
4372	kinsmanship
4373	kinsmen
4374	kissed
4375	kitchenette
4376	kite-flier
4377	kitten
4378	knoll
4379	knottiness
4380	knower
4381	knowledgeability
4382	knuckle
4383	koala
4384	label
4385	labelling
4386	labile
4387	labour-room
4388	labourer
4389	laceration
4390	laches
4391	lackey
4392	lackeying
4393	lacking
4394	lacuna
4395	lad
4396	laevorotatory
4397	lagging
4398	lair
4399	lakeside
4400	lalorrhoea
4401	lamia
4402	lamina
4403	laminate
4404	lamination
4405	lamp-post
4406	lanate
4407	lance-bearer
4408	land-holder
4409	land-owner
4410	land-rent
4411	landlordism
4412	landscape
4413	landward
4414	langour
4415	languagewise
4416	languid
4417	languor
4418	lankey
4419	lanyard
4420	lapel
4421	lard
4422	larder
4423	large-armed
4424	large-sized
4425	larger
4426	larynx
4427	lasciviousness
4428	lass
4429	lastly
4430	lately
4431	latency
4432	latent
4433	lateral
4434	latern
4435	lathery
4436	lathi-charge
4437	lathing
4438	latitudinarianism
4439	latrine
4440	latter
4441	latticed
4442	laud
4443	laughing
4444	launderer
4445	laurel
4446	lavity
4447	law-suit
4448	lawful
4449	lawn
4450	leach
4451	league
4452	leaguer
4453	leakage
4454	leaking
4455	leaky
4456	leaning
4457	leasable
4458	lease-hold
4459	leaven
4460	leaves
4461	leaving
4462	leavings
4463	lechery
4464	leer
4465	lees
4466	leeway
4467	leftovers
4468	legalisation
4469	legalist
4470	legality
4471	legate
4472	legatee
4473	legation
4474	legendary
4475	leghorn
4476	legible
4477	legislation
4478	legist
4479	legitimatization
4480	legs
4481	lemures
4482	lend
4483	lengthening
4484	leniency
4485	lentical
4486	leprosis
4487	lese-majesty
4488	less
4489	lesser
4490	lessor
4491	lethargic
4492	letter-bearer
4493	letterhead
4494	levendar
4495	lever
4496	leviathan
4497	levigate
4498	levitation
4499	levity
4500	lewdness
4501	lexicography
4502	lexicology
4503	liar
4504	libel
4505	liberality
4506	libidinousness
4507	librarian
4508	licence-holder
4509	licensee
4510	licentious
4511	life-belt
4512	life-breath
4513	life-giver
4514	life-insurance
4515	life-story
4516	lifebuoy
4517	ligamentary
4518	light-house
4519	lighten
4520	lights
4521	lightweight
4522	ligulate
4523	likeable
4524	liked
4525	likelihood
4526	liken
4527	likeness
4528	liking
4529	lilac
4530	lilopathy
4531	lilt
4532	limbo
4533	limerick
4534	limousine
4535	limping
4536	line-drawing
4537	line-up
4538	lineage
4539	lineament
4540	linear
4541	lineate
4542	lineation
4543	lined
4544	linger
4545	lingo
4546	linguistician
4547	linkage
4548	linked
4549	linking
4550	lintel
4551	liquefy
4552	liquefying
4553	liquor-addict
4554	lisping
4555	listless
4556	literal
4557	literal/literalistic
4558	literalism
4559	literality
4560	literally
4561	lithic
4562	lithograph
4563	litigant
4564	litigation
4565	litigious
4566	litter
4567	litterateur
4568	littoral
4569	liturgy
4570	livelihood
4571	liveries
4572	livestock
4573	loaf
4574	loafer/rogue
4575	loafing
4576	loan
4577	loathe
4578	loathing
4579	lob
4580	lobe
4581	lobster
4582	localised
4583	localize
4584	localized
4585	locally
4586	lock-out
4587	lock-up
4588	locket
4589	locomotion
4590	lodging
4591	loftiness
4592	logarithm
4593	logo
4594	logorthoea
4595	loin
4596	loiter
4597	loitering
4598	lolling
4599	lonely
4600	lonesome
4601	long-current
4602	long-living
4603	longcloth
4604	longevity
4605	longing
4606	longish
4607	look-out
4608	looks
4609	loophole
4610	loopy
4611	loosen
4612	loosened
4613	lop
4614	lordly
4615	lotion
4616	lotted
4617	lotus-cell
4618	lotus-leaf
4619	loudly
4620	loudness
4621	lousy
4622	lovability
4623	lovable
4624	love-affair
4625	love-making
4626	love-song
4627	loved
4628	loveliness
4629	lovely
4630	low-born
4631	low-lying
4632	low-minded
4633	low-water
4634	lowering
4635	lowermost
4636	lowest
4637	lowness
4638	loyalism
4639	luckless
4640	lucklessness
4641	lugubrious
4642	lumbar
4643	luminosity
4644	lunacy
4645	lunatic
4646	lunge
4647	lustreless
4648	lustruous
4649	lute
4650	luxury
4651	macaroni
4652	machine-gun
4653	machine-made
4654	machine-maker
4655	machine-operated
4656	machine-room
4657	machineman
4658	machinist
4659	madder
4660	madeira
4661	madman
4662	maggot
4663	magnetisation
4664	magnificent
4665	magnified
4666	magnifier
4667	magnify
4668	magnifying
4669	magnitude
4670	mahaut
4671	mailbag
4672	maim
4673	mainly
4674	maintained
4675	maintainer
4676	maintaining
4677	majesty
4678	make-believe
4679	maker
4680	maladjusted
4681	maladjustment
4682	maladministration
4683	maladroitness
4684	malafide
4685	malcontent
4686	malediction
4687	malevolence
4688	malfeasance
4689	malfeasant
4690	malicious
4691	malignant
4692	malingerer
4693	malleating
4694	malleus
4695	malpractice
4696	malpractitioner
4697	mammals
4698	man-power
4699	manageable
4700	managing
4701	mandamus
4702	manes
4703	mange
4704	mania
4705	maniac
4706	manifested
4707	manifestly
4708	manipulate
4709	manipulating
4710	manipulation
4711	manliness
4712	mannequin
4713	manner
4714	mannerless
4715	mannerlessness
4716	mannerliness
4717	manners
4718	manoeuverer
4719	manoeuvering
4720	manoeuvring
4721	manoeuvrings
4722	mantelpiece
4723	manufactured
4724	manufacturing
4725	many
4726	mapping
4727	marauding
4728	marginal
4729	mariner
4730	marionettes
4731	market-rate
4732	marketability
4733	marketable
4734	marks
4735	marksman
4736	maroon
4737	marred
4738	marshal
4739	marshalled
4740	marshalling
4741	mascot
4742	masculineness
4743	masculinisation
4744	masha
4745	mason
4746	massaged
4747	massif
4748	massive
4749	massiveness
4750	masticating
4751	matchess
4752	materialist
4753	mating
4754	matriarchical
4755	matriarchy
4756	matricide
4757	matrimony
4758	matrix
4759	matters
4760	maturing
4761	maul
4762	mauve
4763	maxi-skirt
4764	maximize
4765	meadow
4766	meals
4767	meandering
4768	meaning-things
4769	meaningfulness
4770	meanness
4771	measureless
4772	measurements
4773	measurer
4774	measures
4775	meat-eater
4776	meat-eating
4777	meatball
4778	meatus
4779	mechanic
4780	mechanicality
4781	mechanician
4782	mechanistic
4783	mechanized
4784	medaevalism
4785	meddle
4786	media
4787	mediaevalism
4788	medial
4789	mediation
4790	medicinal
4791	meditating
4792	medley
4793	medulla
4794	melancholia
4795	melancholic
4796	melancholy
4797	mellifluence
4798	mellifluous
4799	mellifluousness
4800	mellowness
4801	melon
4802	memories
4803	memorised
4804	memorize
4805	memorizing
4806	mendicity
4807	menial
4808	menstrual
4809	menstruous
4810	mentalism
4811	mentalist
4812	mentality
4813	mentally
4814	mentionable
4815	mentioned
4816	mentor
4817	mercantile
4818	mercantilism
4819	mercenary
4820	merchandise
4821	merchant
4822	merciful
4823	mercifulness
4824	merciless
4825	mercy
4826	mere
4827	merely
4828	merino
4829	merit
4830	meritorious
4831	merry-making
4832	merrymaking
4833	mery
4834	mesa
4835	mesomorph
4836	mesomorphy
4837	met
4838	metallikum
4839	metamorphism
4840	metamorphosis
4841	metaphor
4842	metaphysician
4843	metaphysicist
4844	metaphysics
4845	metathesis
4846	metempsychosis
4847	methodical
4848	methodologist
4849	methodology
4850	meticulous
4851	meticulousness
4852	metonymy
4853	metro
4854	mettle
4855	mewing
4856	mickey
4857	micron
4858	microprocessor
4859	mid-day
4860	mid-region
4861	midden
4862	middlemanship
4863	middling
4864	midge
4865	midway
4866	midwifery
4867	mildly
4868	militant
4869	militarization
4870	milk-vendor
4871	milking
4872	milkmaid
4873	milkman
4874	mill-worker
4875	millet
4876	millisecond
4877	millstone
4878	mimesis
4879	mimetic
4880	mimicker
4881	mimicking
4882	mimicry
4883	minaret
4884	mince
4885	minerals
4886	mingle
4887	mini
4888	miniature
4889	miniform
4890	minimal
4891	minimum
4892	ministerial
4893	ministership
4894	minium
4895	mink
4896	mintage
4897	minting
4898	minuet
4899	minutes
4900	mire
4901	mirth
4902	mirthfulness
4903	miscellaneous
4904	miscellany
4905	mischief-monger
4906	misconception
4907	miscreant
4908	misdemeanour
4909	misdoer
4910	miserliness
4911	misfeasance
4912	misgiving
4913	misguidance
4914	misguided
4915	misimposition
4916	misled
4917	mismanagement
4918	misogamy
4919	misperception
4920	misprojection
4921	mispronounce
4922	misrepresentation
4923	misshapen
4924	misspell
4925	misspelling
4926	misstatement
4927	mist
4928	mistaken
4929	mistiness
4930	mistletoe
4931	mistrial
4932	mistrust
4933	misty
4934	misusage
4935	mitigate
4936	mitigation
4937	mitten
4938	mneme
4939	mnemonic
4940	mnemonics
4941	mnemotechny
4942	mob
4943	mob-rule
4944	mobilisation
4945	mobocracy
4946	mock
4947	moderateness
4948	moderation
4949	modernmost
4950	modestly
4951	modesty
4952	modulation
4953	modulus
4954	moeyed
4955	moha
4956	moiety
4957	moisten
4958	moleskin
4959	moll
4960	mollification
4961	momentary
4962	momentaryism
4963	moments
4964	monarch
4965	monarchical
4966	monarchy
4967	monetary
4968	money-grabber
4969	money-intoxication
4970	money-lender
4971	money-pride
4972	money-suit
4973	moneyed
4974	moneyless
4975	monist
4976	monitoring
4977	monkish
4978	monochord
4979	monochrome
4980	monogamist
4981	monogamy
4982	monogram
4983	monograph
4984	monolithic
4985	monomania
4986	monopolist
4987	monopoly-holder
4988	monotony
4989	monstress
4990	moong
4991	moor
4992	morbid
4993	morbidity
4994	mordant
4995	mores
4996	morone
4997	moronity
4998	morphologist
4999	mortify
5000	mortise
5001	mortorium
5002	mosquito-net
5003	mother-land
5004	mother-tongue
5005	mother-worship
5006	mother-worshipper
5007	motivate
5008	motor-boat
5009	motor-car
5010	motor-garrage
5011	motorbike
5012	motorist
5013	mottled
5014	moult
5015	mound
5016	mounting
5017	mourner
5018	mournful
5019	mournfulness
5020	moustaches
5021	mouthful
5022	moved
5023	mow
5024	mower
5025	mridang
5026	muddiness
5027	muffin
5028	muffle
5029	mulch
5030	mulish
5031	mullet
5032	mullion
5033	multi-millionaire
5034	multi-morphic
5035	multi-purpose
5036	multicolouredness
5037	multifaceted
5038	multifarious
5039	multiform
5040	mummy
5041	munch
5042	mundaneness
5043	municipal
5044	munsif
5045	murderous
5046	muricate
5047	muscularity
5048	muster
5049	mustiness
5050	muteness
5051	mutilation
5052	mutiny
5053	mutualism
5054	myopia
5055	myrobalan
5056	myrrh
5057	mysteriousness
5058	mystery
5059	mystify
5060	mythological
5061	mythologically
5062	nacelle
5063	nacropolis
5064	naive
5065	nakedly
5066	name-plate
5067	namesake
5068	naos
5069	narcissism
5070	narcotic
5071	nares
5072	narrated
5073	nasalised
5074	nationhood
5075	native
5076	naturalisation
5077	naturalist
5078	naturalize
5079	naturally
5080	naturism
5081	naturist
5082	naturistic
5083	naught
5084	naughtiness
5085	nausea
5086	nauseate
5087	nauseating
5088	navalism
5089	nave
5090	navigate
5091	navigator
5092	nay
5093	nclination
5094	nearest
5095	necessaries
5096	necessarily
5097	necessary
5098	necessities
5099	nectarine
5100	needlessly
5101	needs
5102	negate
5103	negation
5104	negativism
5105	negativist
5106	negativistic
5107	negligence
5108	negotiable
5109	negotiate
5110	negotiation
5111	negotiations
5112	negotiator
5113	negro
5114	neighbourly
5115	neighbours
5116	neither
5117	neo-Marxism
5118	neo-humanism
5119	neo-literate
5120	neologism
5121	nephew
5122	nepotist
5123	nerves
5124	nervously
5125	nervousness
5126	nervule
5127	nescience
5128	nether
5129	nettle
5130	networking
5131	neural
5132	neurasthenia
5133	neutrality
5134	neutralize
5135	new-born
5136	newcomer
5137	newer
5138	newness
5139	newsletter
5140	newsreel
5141	nicely
5142	nicety
5143	niche
5144	nick
5145	nicotine
5146	niece
5147	nieces
5148	nigclla
5149	niger
5150	niggardliness
5151	niggardly
5152	nigger
5153	nightshelter
5154	nincompoop
5155	nippers
5156	nitwit
5157	noble-minded
5158	nobleman
5159	noctural
5160	nod
5161	nodular
5162	nomenclature
5163	nominal
5164	nominalism
5165	non-Hindi
5166	non-acceptability
5167	non-acceptance
5168	non-alignment
5169	non-appreciation
5170	non-co-operation
5171	non-communalism
5172	non-connoisseur
5173	non-existence
5174	non-government
5175	non-guilty
5176	non-indulgent
5177	non-meat
5178	non-military
5179	non-payment
5180	non-stop
5181	non-vegetarian
5182	non-violence
5183	non-violent
5184	nonchalantly
5185	norm
5186	normal
5187	north-eastern
5188	north-western
5189	northbound
5190	northeastern
5191	northernmost
5192	northwesterly
5193	nose-clipt
5194	nose-string
5195	nostalgia
5196	nostrum
5197	note-book
5198	note-paper
5199	notice-board
5200	noticeable
5201	notification
5202	notify
5203	notoiety
5204	notoriety
5205	notoriously
5206	nourished
5207	nourisher
5208	novelty
5209	novice
5210	noxious
5211	nozzle
5212	nstance
5213	nuance
5214	nuclear
5215	nudge
5216	nudist
5217	nugget
5218	nuisance
5219	null
5220	nullification
5221	nullified
5222	numbering
5223	numerically
5224	numerous
5225	nurtured
5226	nurturing
5227	nutshell
5228	nutty
5229	nylon
5230	nymphomaniac
5231	o
5232	oad
5233	obduracy
5234	obedience
5235	obeisant
5236	objectivisation
5237	objectivism
5238	objectivist
5239	objectivistic
5240	objectivity
5241	oblation
5242	obligation
5243	obligatory
5244	oblige
5245	obliged
5246	obligingness
5247	obliquinty
5248	obliquity
5249	obliterate
5250	oblivion
5251	obliviousness
5252	obscence
5253	obscenity
5254	observing
5255	obsessed
5256	obsession
5257	obsolescence
5258	obsoleteness
5259	obstreperous
5260	obstructed
5261	obtain
5262	obtained
5263	obtrusive
5264	obtrusiveness
5265	obversion
5266	obvert
5267	obvious
5268	occasional
5269	occasionally
5270	occasioned
5271	occupant
5272	occupying
5273	ochlophobia
5274	ochr
5275	ochrous
5276	oddity
5277	oddly
5278	ode
5279	odious
5280	odiousness
5281	odium
5282	oestrus
5283	offence
5284	offended
5285	offending
5286	offensive
5287	offensiveness
5288	office-holder
5289	officialism
5290	officiating
5291	offing
5292	offshoot
5293	ogle
5294	ogress
5295	oh
5296	oho
5297	oilman
5298	oldest
5299	oligarchy
5300	ominousness
5301	omitted
5302	omnipotence
5303	one-act
5304	one-storeyed
5305	onion-coloured
5306	onlooker
5307	oozing
5308	open-heartedness
5309	open-minded
5310	opened
5311	opener
5312	operative
5313	ophthalmologist
5314	ophthalmology
5315	opium-eater
5316	opportune
5317	oppose
5318	oppressing
5319	oppressor
5320	optics
5321	optimum
5322	opulence
5323	opulent
5324	orally
5325	oration
5326	oratory
5327	orchard
5328	orchestra
5329	ordain
5330	ordained
5331	ordination
5332	oread
5333	organised
5334	organising
5335	orgy
5336	oriel
5337	oriental
5338	orientalist
5339	orientation
5340	orifice
5341	originated
5342	originator
5343	ornaments
5344	orographic
5345	orography
5346	orology
5347	orrect
5348	orthodoxy
5349	oscillated
5350	oscillating
5351	oscillator
5352	ostensible
5353	ostentation
5354	ostentatious
5355	ostentatiousness
5356	otherwise
5357	otto
5358	oust
5359	out
5360	outblowing
5361	outbuilding
5362	outclass
5363	outdatedness
5364	outdistance
5365	outdone
5366	outdoor
5367	outer
5368	outermost
5369	outfield
5370	outflow
5371	outflowing
5372	outgoing
5373	outlet
5374	outnumber
5375	outpost
5376	output
5377	outrage
5378	outset
5379	outspokenness
5380	outstretched
5381	outward
5382	outwit
5383	outwitted
5384	ouzo
5385	oven
5386	over-spread
5387	overall
5388	overawed
5389	overbearing
5390	overbearingness
5391	overcoat
5392	overcook
5393	overcowding
5394	overcrowded
5395	overcrowding
5396	overdo
5397	overdraft
5398	overdue
5399	overestimate
5400	overgrown
5401	overhear
5402	overheat
5403	overjoyed
5404	overland
5405	overlapping
5406	overlay
5407	overload
5408	overniggardly
5409	overnight
5410	overpower
5411	overpowered
5412	overpowering
5413	overreact
5414	overseas
5415	oversee
5416	overshadow
5417	oversimplify
5418	overt
5419	overthrow
5420	overthrown
5421	overtime
5422	overtone
5423	overture
5424	overturned
5425	overview
5426	overwhelmed
5427	overwhelming
5428	overwrite
5429	ovula
5430	owe
5431	own
5432	oxidation
5433	oxidize
5434	oyster
5435	oyster-bank
5436	pUrva
5437	pacification
5438	pacified
5439	pacifism
5440	packed
5441	packing
5442	paddock
5443	padre
5444	pain-relieving
5445	pained
5446	painsgiving
5447	paisley
5448	palaeography
5449	palaeopsychology
5450	paleness
5451	palingenesis
5452	palliate
5453	pallidus
5454	pallor
5455	pallour
5456	palm-leaf
5457	palmful
5458	panacea
5459	pandanus
5460	panegyric
5461	panelling
5462	panicky
5463	pannier
5464	panoramic
5465	pantaloon
5466	pantheon
5467	panther
5468	pantry
5469	pants
5470	papad
5471	papalism
5472	paper-like
5473	parAyA-parAyA
5474	para
5475	parabola
5476	parachutist
5477	paradox
5478	paraffin
5479	paragraph
5480	parallelism
5481	paramount
5482	paramour
5483	paranomasia
5484	parapet
5485	paraphernalia
5486	paraphrase
5487	paraphrasing
5488	parasitism
5489	parat
5490	paratha
5491	parch
5492	parched
5493	parching
5494	pardonable
5495	pardoned
5496	parents
5497	parietal
5498	parings
5499	parity
5500	parley
5501	parochial
5502	parotitis
5503	paroxysm
5504	paroxysmal
5505	parsimonious
5506	parsing
5507	partake
5508	parterre
5509	participating
5510	particulars
5511	partisan
5512	partitioned
5513	parts
5514	parval
5515	pass-book
5516	passed
5517	passer-by
5518	passionless
5519	passivity
5520	pastel
5521	paster
5522	pastime
5523	pastiness
5524	pastoral
5525	pasturage
5526	patentee
5527	patentor
5528	paternity
5529	pathogenesis
5530	pathos
5531	patiently
5532	patriarch
5533	patriarchy
5534	patrico
5535	patrolling
5536	patroness
5537	patronising
5538	patronize
5539	patronymic
5540	patteringly
5541	patwari
5542	paucity
5543	pauperdom
5544	pauperism
5545	pave
5546	pawned
5547	pawnee
5548	pawnner
5549	payable
5550	payee
5551	payout
5552	peace-loving
5553	peace-lovingness
5554	peacock-feather
5555	pearls
5556	peasant
5557	pebbles
5558	peculiar
5559	peculiarly
5560	pedal
5561	pedant
5562	pedantic
5563	pedantry
5564	peddle
5565	pedigree
5566	pedological
5567	pedologist
5568	pedology
5569	peduncle
5570	peek
5571	peer
5572	pellicle
5573	pelvic
5574	pen-name
5575	penal
5576	penalised
5577	penalogy
5578	penance
5579	penduline
5580	pendulous
5581	penetrated
5582	penetration
5583	penitence
5584	pennant
5585	penniless
5586	penny-pincher
5587	penstand
5588	pentray
5589	penultimate
5590	penurious
5591	penury
5592	people]
5593	pera
5594	perceive
5595	percept
5596	perceptive
5597	percolate
5598	percolator
5599	percussion
5600	peremptory
5601	perfected
5602	perfected/perfect
5603	perfectionism
5604	perfectionist
5605	perfidiousness
5606	perforation
5607	performed
5608	performer
5609	perfumer
5610	perilous
5611	peripheral
5612	periphery
5613	perishability
5614	perishable
5615	perk
5616	perkiness
5617	perky
5618	permeability
5619	permeate
5620	permeated
5621	permeation
5622	permissible
5623	permutation
5624	pernicious
5625	peroration
5626	perpendicularity
5627	perpetration
5628	perpetuate
5629	perplex
5630	perplexed
5631	persecute
5632	persecuted
5633	persecution
5634	perseverant
5635	perseverence
5636	persevering
5637	persiennes
5638	persiflage
5639	persistent
5640	personalisation
5641	personalize
5642	personally
5643	personified
5644	persons
5645	perspective
5646	perspire
5647	perspired
5648	persuade
5649	persuasive
5650	pertaining
5651	pertinacious
5652	pertness
5653	perturbation
5654	perturbed
5655	perusal
5656	pervade
5657	pervaded
5658	pervading
5659	pervasion
5660	pervasiveness
5661	perversible
5662	perversion
5663	perversity
5664	pervious
5665	pesky
5666	pet-name
5667	petroleum
5668	petrology
5669	petticoat
5670	pettifogger
5671	pettifogging
5672	pettishness
5673	petunia
5674	phallic
5675	phallicism
5676	phallicist
5677	phallus-worship
5678	phallus-worshipper
5679	phantam
5680	phantasmagoria
5681	phenomenal
5682	phenomenon
5683	philologist
5684	philology
5685	philter
5686	phlebotomy
5687	phlegmatic
5688	phobia
5689	phoneme
5690	phonemics
5691	phonetics
5692	phonolgical
5693	photism
